id,law_id,title,description,geography_iso,sector,legislation_type,visibility_status,frameworks,document_types,keywords,natural_hazards
8680,8680,Law no 2018/18 on regulating climate change,"This law aims at preventing, protecting and managing the consequences of climate change over the people of Benin over the short, medium and long term. The law lays out a framework to take adaptation measures to protect the air, land, waters and other natural resources.<br />
<br />
The document further sets out a carbon tax. The modalities for this tax will be fixed by the annual finance law.",BEN,"Transportation,Water",Legislative,published,"mitigation, adaptation",Law,"Adaptation, Carbon Pricing, REDD+ and LULUCF",""
8678,8678,Climate Smart Agriculture Policy,"The Climate Smart Agriculture Policy aims at ensuring that farmers and agricultural advisers adopt practices consistent with a changing climate. The Policy is based on the Climate-Smart Agricultural Manual for Agriculture Education in Zimbabwe that was released in 2017, and that discusses the necessary changes to the institutional framework and specific, sectoral agricultural practices.",ZWE,Agriculture,Executive,published,,Policy,"Adaptation, REDD+ and LULUCF",""
8677,8677,National Climate Policy,"The National Climate Policy aims to enable Zimmbabwe to establish the legal structures toregulate businesses in climate-related matters, and enable them to reduce their greenhouse gasesemissions.<br />
<br />
The Policy further focuses on adaptation with regard to rural communities and agriculture.",ZWE,"Agriculture,Transportation",Executive,published,"mitigation, adaptation",Policy,"Adaptation, Energy Supply, REDD+ and LULUCF",""
8676,8676,Energy Law (compliant with the EU Third Energy Package),"The Energy Law transposes the European Union's Third Energy Package. Macedonia was the only Contracting Party where small businesses and all household customers were deprived of their right to purchase electricity directly from the supplier of their choice. With the adoption of the new law, eligibility of these customers is ensured. The document provides a legal basis for unbundling of the electricity and gas transmission system operators, upgrades the tasks of the Energy Regulatory Commission and allows for closer market integration of this Contracting Party and its neighbours.",MKD,Transportation,Legislative,published,,Law,Energy Supply,""
8622,8622,Supreme Decree no 071/2009,"The Supreme Decree no 071/2009, signed by the Bolivian President, creates a number of authorities in the environmental area, establishes new regulatory processes in the field and changes the name of the General Superintendence of Mines and the Regional Superintendencies of Mines.<br />
<br />
Chapter III, art. 30, on the attributions of the Minister of Rural Development and Land, charges the Minister in its first paragraph of the renewable natural resources in forestry and agrarian matters.<br />
<br />
Art. 31 on the attributions of the Authority for the Control and Social Control of Forests and Land, notably charges the Authority to 1) ensure the integral and sustainable management of forest resources and land in application of the current legal regulations, by local populations, communities and native indigenous peoples, Community Forestry Organizations, as well as private actors; to 2) grant the permits for the use and exploitation of forest resources according to the capacity of land use, for forestry, agricultural, agroforestry, research and conservation activities, through suitable instruments to be developed; and to 3) promote and participate in the development of the National Forest and Land Inventory, in order to facilitate access to the sustainable use of renewable natural resources.",BOL,"Agriculture,LULUCF",Executive,published,,Decree/order/ordinance,"Institutions / Administrative arrangements, REDD+ and LULUCF",""
8675,8675,Forest Law of the People's Republic of China,"This law aims at protecting, cultivating and rationally exploiting forest resources, accelerating territorial afforestation and making use of forests in water storage and soil conservation, climate regulation, environmental improvement and supply of forest products to meet the requirements of socialist construction and people's livelihood.<br />
<br />
Chapter IV focuses on tree planting and afforestation efforts. It notably charges the local governments to determine adequate levels of forest coverage based on local conditions.",CHN,"LULUCF,Water",Legislative,published,,Law,REDD+ and LULUCF,""
8142,8142,National Policy on Climate Change,Approved by cabinet in April 2016 (http://www.znbc.co.zm/?p=36140) but not available online.,ZMB,"",Executive,published,"mitigation, adaptation",Policy,"Energy Supply, Institutions / Administrative arrangements",""
8515,8515,National Environment Policy (NEP) and National Environmental Management Strategy (2004; Revised 2014),"The National Environment Policy consists of a broad framework for environmental management in Saint Lucia, and establishes links with policies and programmes in all relevant sectors of economic and social development. The National Environmental Management Strategy aims to provide the specific directions and mechanisms to implement the government's vision.<br />
<br />
One of the goal of the Policy is to prevent and mitigate the negative impacts or environmental change and natural disasters. The Policy lays out a coherent strategy to meet that goal, through 1) the adoption and implementation of the National Hazard Mitigation Plan, 2) the Implementation of the National Climate Change Policy and Adaptation Plan, and 3) a comprehensive and effective application of regulations governing environmental impact assessment in development planning processes and procedures.<br />
<br />
<br />
<br />
<br />
<br />",LCA,Social development,Executive,published,"adaptation, DRM/DRR",Policy; Strategy,Adaptation,""
1642,1642,"National Sustainable Development Strategy of the Slovak Republic, Resolution of the National Council of the Slovak Republic No. 1989/2001","The Strategy includes the National Environmental Strategy. Among the strategic targets, three are directly related to climate change and include reduced energy consumption, increase of share of renewable resources and alleviation of consequences of the global climate change.<br />
<br />
For the 'Reduction of energy and resource consumption and increase of effectiveness of the Slovak economy' the objectives include:<br />
- systematic reduction of energy demand in the national economy, to a level in line with other EU countries<br />
- implementation of long-term change of production and consumption patterns in interest of reduction of energy and material flows and subsequent reduction of waste amounts<br />
- application of economic tools in the area of the environment - solution of environmental debt, pollution charges, support of ecological literacy and eco-design<br />
- introduction of environmental tax reform - creation of economic environment respecting and stimulating protection of the environment, natural resources and modest consumer behaviour<br />
- stimulation of reasonably sufficient consumption of resources and goods, minimisation of energy and resource demand for production<br />
- support of growth of effectiveness of resource utilisation and orientation to closed production and consumption cycles<br />
- support of local economy, introduction of alternative economic indicators, environmental and social audit<br />
- introduction of a system of internalisation of externalities in prices of products, services and production - to include environmental and social costs in product prices<br />
- ensuring gradual removal of environmental and other internal debts from the past<br />
- support of nature-friendly approaches in utilisation of natural resources as a substitute for utilisation of nature-unfriendly technocratic and large-scale production ways of management<br />
<br />
For the 'Reduction of share of use of non-renewable natural resources and rational use of renewable resources' the objectives include:<br />
- ensuring environmentally sound long-term use of natural resources (to achieve maintenance or regeneration of natural resources)<br />
- harmonisation of use of non-renewable mineral resources with natural conditions and the potential of the Slovak territory and wider international relations - to carry out a new mineral resources policy<br />
- gradual reduction of use of non-renewable sources of energy and mineral resources, reduction of resource and energy inputs and losses, rational use of all kinds of energy<br />
- reduction of development of nuclear energy, gradual building of alternative energy sources<br />
- ensuring a substantial increase of use of renewable sources of energy - in particular geothermal and solar energy<br />
- improvement of structure of utilisation of hydropower potential through increase of share of small hydropower plants with output up to 1 MW<br />
- introduction of efficient legal instruments and creation of proper economic conditions for production of energy from renewable sources, development of support technologies<br />
- ensuring environmentally sound use of water resources and water management adjustments - integrated river basin management in relation with agricultural and forestry measures, rational use of sources in accordance with requirements of nature and landscape protection<br />
<br />
For the 'Alleviation of consequences of the global climate change, depletion of the ozone layer and natural disasters' the objectives include:<br />
- permanent monitoring and evaluation of the main macroclimatic and hydrological parameters in relation to global climate change<br />
- projection of expected results of global climate change and their hydrological consequences to sectoral policies (in particular water management, agriculture and forestry, but also other sectors and social area), practical application of measures to eliminate negative impacts<br />
- creation of an integrated system of prevention and liquidation of consequences of natural disasters'.",SVK,"Agriculture,Residential and Commercial,Economy-wide,Energy,LULUCF,Transportation,Waste,Water",Executive,published,,Decree/order/ordinance,"Adaptation, Energy Demand, Energy Supply, Institutions / Administrative arrangements",""
8671,8671,Proclamation no. 810/2013 on energy,"The proclamation gives way for the Council of Ministers to establish the Ethiopian Energy Authority. The Authority will be the key governmental actor to issue and renew licenses, supervise operations, review national grid tariffs, formulate energy efficiency and conservation strategies, and promote energy efficiency and conservation.",ETH,Energy,Executive,published,,Resolution,Institutions / Administrative arrangements,""
8584,8584,"National Climate Change Policy, Strategy and Action Plan","<br />
<br />
<br />
<br />
<br />
The document establishes a list of priority sectors for the Government of Belize to focus efforts upon, including agriculture, tourism, energy, forestry and fisheries. This strategy is meant to serve as a roadmap for all official bodies of the Government of Belize, including the National Climate Change Office under the Ministry of Forestry, Fisheries and Sustainable Development.<br />
<br />
The Policy guides the short, medium and long-term processes of adaptation and mitigation of Climate Change in accordance with national objectives for sustainable development in addition to regional and international commitments.<br />
<br />
<br />
<br />
<br />",BLZ,"Agriculture,Energy,LULUCF,Tourism",Executive,published,,Plan; Strategy,"Adaptation, Energy Demand, Energy Supply, Institutions / Administrative arrangements, REDD+ and LULUCF, Transportation",""
1475,1475,Energy Security Plan and National Energy Strategy Vision 2030,The 2008 Energy Security Plan aims to reduce the country's dependence on foreign energy sources by increasing efficiency in general and using RES. The 2008 Mitigation Strategy sets an ambitious target of producing 12 % of primary energy and 42 % of electricity from RES by 2020.,MAR,Energy,Executive,published,,Plan; Strategy,"Energy Demand, Energy Supply",""
1643,1643,National Climate Change Response Policy White Paper (NCCRP),"The National Climate Change Response Policy is a comprehensive plan to address both mitigation and adaptation in the short, medium and long term (up to 2050). GHG emissions are set to stop increasing at the latest by 2020-2025, to stabilise for up to 10 years and then to decline in absolute terms.<br />
<br />
Strategies are specified for the following areas:<br />
- Carbon Pricing<br />
- Water<br />
- Agriculture and commercial forestry<br />
- Health<br />
- Biodiversity and ecosystems<br />
- Human settlements<br />
- Disaster risk reduction and management<br />
<br />
The policy has two main objectives: first, to manage inevitable climate change impacts through interventions that build and sustain social, economic and environmental resilience and emergency response capacity. Secondly, to make a fair contribution to the global effort to stabilise GHG concentrations in the atmosphere.<br />
<br />
The Policy specifies strategies for climate change adaptation and mitigation, making use of the short-, medium- and long-term planning horizons (up to five years from publication of policy, up to 20 years, up to 2050, respectively). The White Paper outlines a risk-based process to identify and prioritise adaptation strategies and interventions that have to be taken in the short and medium term, while reviewed every five years.<br />
<br />
Concerning mitigation, it includes proposals to set emission reduction outcomes for each significant sector and sub-sector of the economy based on an in-depth assessment of the mitigation potential, best available mitigation options and a full assessment of the costs and benefits using a 'carbon budgets' approach. It also proposed the deployment of a range of economic instruments, including the appropriate pricing of carbon and economic incentives, as well as the possible use of emissions offset or emission reduction trading mechanisms for those relevant sectors, sub-sectors, companies or entities where a carbon budget approach has been selected.<br />
<br />
Energy Efficiency and Energy and Demand Management flagship programmes cover development and facilitation of an aggressive energy efficiency programme in industry, building on previous Demand Side Management programmes, and covering non-electricity energy efficiency as well. A structured programme will be established with appropriate initiatives, incentives and regulation, along with a well-resourced information collection and dissemination process. Local governments are encouraged to take an active part in demand-side management.<br />
<br />
There is a short-term transportation flagship programme, which aims to facilitate the development of an enhanced public transportation programme to promote lower-carbon mobility in five metros and in ten smaller cities and create an Efficient Vehicles Programme with interventions that result in measurable improvements in the average efficiency of the vehicle fleet by 2020. The planned rail recapitalisation programme is considered an important component of this Flagship Programme due to its projected contribution to modal shifts of passengers and freight. The programme further introduces a Government Vehicle Efficiency Programme that will measurably improve the efficiency of the government vehicle fleet by 2020, by setting procurement objectives for efficient technology vehicles such as electric vehicles.<br />
<br />
In the medium term, the plan calls for significant up-scaling of energy efficiency applications in transportation; and for promoting transport-related interventions including transportation modal shifts (road to rail, private to public transport) and switches to alternative vehicles (e.g. electric and hybrid vehicles) and lower-carbon fuels.<br />
<br />
The principles of the White Paper include prioritising co-operation and the promotion of research, investment in and/or acquisition of adaptation, lower-carbon and energy-efficient technologies, practices and processes for employment by existing or new sectors or sub-sectors. All fields and flagship programmes include a key element of research and development, data collection and analysis tools in their respective areas.<br />
<br />
Adaptation efforts are prioritised, acknowledging the vulnerability of the country. Adaptation efforts will require: early warning and forecasting for disaster risk reduction; medium-term (decade-scale) climate forecasting to identify potential resource challenges well in advance; and long-term climate projections that define the range of future climate conditions. Adaptation strategies are to be integrated into sectoral plans, including: The National Water Resource Strategy, as well as reconciliation strategies for particular catchments and water supply systems; The Strategic Plan for South African Agriculture; The National Biodiversity Strategy and Action Plan, as well as provincial biodiversity sector plans and local bioregional plans; The Department of Health Strategic Plan; The Comprehensive Plan for the Development of Sustainable Human Settlements; and the National Framework for Disaster Risk Management.<br />
<br />
In order to monitor success of measures, South Africa will, within two years of the publication of the policy, design and publish a draft Climate Change Response Measurement and Evaluation System.",ZAF,"Residential and Commercial,Economy-wide,Energy,Industry,LULUCF,Transportation,Water,Environment",Executive,published,"mitigation, adaptation, DRM/DRR",Policy,"Adaptation, Carbon Pricing, Energy Supply, Institutions / Administrative arrangements, Research and development, Transportation",""
8632,8632,National Biodiversity Strategy and Action Plan 2015,"The National Biodiversity Strategy and Action Plan 2015 extensively discusses potential ways to sustainably protect Niue's biodiversity forward. Key elements of the Plan include sustainable land use, particularly in the context of forestries, and mitigation and adaptation to climate change.<br />
<br />
Theme 7 focuses on the country's response to climate change in order to protect biodiversity. It formulates three objectives: 1) promote public awareness and understanding of the causes and effects of climate change, 2) Improve collection and management of climate data, and 3) develop effective adaptation responses and capacity to protect livelihoods, natural resources, assets and vulnerable areas from the impacts of climate change, 4) mitigate the causes of climate change through reducing emissions of greenhouse gases.",NIU,"LULUCF,Environment",Executive,published,,Plan; Strategy,"Adaptation, REDD+ and LULUCF, Research and development",""
8521,8521,"National Climate Change Policy, Strategy and Action Plan","The National Climate Change Policy, Strategy and Action Plan sets the government's vision on how to tackle mitigation and adaptation actions over the period 2014-2021. It sets the official line to adopt on climate change, exposes the country's weaknesses to address in priority, and defines sectoral strategies accordingly.<br />
<br />
Specific measures that the document establishes include promoting energy efficiency in the housing sector, develop renewable energy production and use, enhance land use management with respect to carbon sinks, increase the share of biofuels to 30 per cent by 2025 in the transport sector, develop comprehensive national research to design adequate mitigation and adaptation policies, and upgrade the institutional and legal framework according to sustainable development goals.<br />
<br />",SUR,"Residential and Commercial,Energy,LULUCF,Transportation",Executive,published,"mitigation, adaptation",Plan; Strategy,"Adaptation, Energy Demand, Energy Supply, Institutions / Administrative arrangements, REDD+ and LULUCF, Research and development, Transportation",""
8507,8507,National Biodiversity Strategy & Action Plan - 2014-2020,"The Ministry of Sustainable Development released the National Biodiversity Strategy and Action Plan in 2014 to establish a framework of targets, principles and priorities over biodiversity. The Kittitian government recognises that climate change might indulge sever impacts to the country including via a sea level rise leading to coastal erosion, increase in drought, tropical storms, floods, changes in rainfall, and ultimately biodiversity alterations.<br />
<br />
In order to enable national ecosystems and populations to strive, the government pledges to take green economy interventions, notably towards greater energy efficiency, sustainable land use in the agriculture and forestry sector, and increased awareness. The Strategy further calls to enhance the institutional framework to enable overall climate change adaptation.<br />
<br />",KNA,"Agriculture,Coastal zones,Economy-wide,Energy,LULUCF,Water,Environment",Executive,published,,Plan; Strategy,"Adaptation, Energy Demand, Institutions / Administrative arrangements, REDD+ and LULUCF",""
8460,8460,"National Strategy with Action Plan for transposition, implementation and enforcement of the EU acquis on Environment and Climate Change 2016-2020","This extensive document sets the national strategy and action plan on the environment and climate change over the period 2016-2020. It is designed in order to transpose a number of EU directives and achieve progressive alignment to the Union's norms, with regard to climate change mitigation and adaptation actions, and environmental protection.",MNE,"",Executive,published,,Plan; Strategy,"Carbon Pricing, Institutions / Administrative arrangements, Transportation",""
8664,8664,Ireland's Transition to a Low Carbon Energy Future 2015-2030,"This White Paper is a complete energy policy update, which sets out a framework to guide policy between now and 2030. Its objective is to guide a transition to a low carbon energy system, which provides secure supplies of competitive and affordable energy to our citizens and businesses. Ireland's energy policy addresses three core objectives: sustainability, security of supply, and competitiveness. It also addresses the need for affordable energy for domestic and business consumers.<br />
<br />
Greenhouse gas (GHG) emissions from the energy sector will be reduced by between 80% and 95%, compared to 1990 levels, by 2050, and will fall to zero or below by 2100.<br />
Ireland's 2020 renewable energy target is to increase the share of national energy consumption made up of renewable energy sources (RES) to 16%. This target is broken into three key sectors with individual targets for each sector: 40% of electricity supply (RES-E), 12% of heating (RES-H), and 10% of transport (RES-T). Ireland also has a target of a 20% improvement in energy efficiency by 2020.<br />
Renewable energy and improved energy efficiency will play vital roles in reducing emissions. Decisions about the development and deployment of new technologies will inform the renewable energy mix and impact on the role of citizens as energy consumers.<br />
By 2030, the Better Energy Programme will deliver enough deep energy efficiency upgrades to put the residential sector on a realistic trajectory to a low carbon energy future.<br />
Consumers will drive the transition by, for example, choosing to use less energy, adopting lower carbon options for transport and heating shifting energy use to o -peak times or investing in smart home technologies.Stable, transparent, evidence-based, and independent regulation is essential to facilitate competition, to support investment, and to ensure that the cost of capital and network costs are minimised.<br />
The SEM is in the process of being reformed and regulators are working to implement the new I-SEM market by 2017. Integration between the SEM and its neighbouring electricity markets will gradually deepen.",IRL,"Residential and Commercial,Energy,Transportation",Executive,published,,Policy,"Energy Demand, Energy Supply, Research and development",""
8239,8239,The Vanuatu Climate Change and Disaster Risk Reduction Policy 2016-2030,"The Vanuatu Climate Change and Disaster Risk Reduction Policy 2016-2030 was published by the Vanuatu government in combination with the Secretariat of the Pacific Community in 2015 to envision the country's response to climate change and make its communities resilient on the long term. The country initiated this process with the establishment of the National Advisory Board on Climate Change and Disaster Risk Reduction in 2012. It is a broad set of measures based on accountability, sustainability, equity, community focus, collaboration, and innovation.<br />
<br />
The policy insists on 1) establishing appropriate governance and strengthen institutional structures so they can effectively tackle the tasks they are pursuing, 2) to ensure that adequate resourcing is available for climate change and disaster risk reduction activities, notably via the implementation of entity accreditation and small grants schemes, 3) ensure that traditional knowledge and existing and new information such as data analysis, research and risk assessment are shared, 4) adaptation and disaster risk reduction, integrating the two targets and adopting community and ecosystem-based approaches to protect and economically assess losses, 5) low carbon development via an energy roadmap, renewable energy and energy efficiency, but also from a reduction in deforestation and land degradation, 6) and preparedness, planning, response and recovery to disasters by ensuring community awareness, early warning systems.<br />
<br />
The document also insists on capacity building, gender and social inclusion, multi-hazard approach and partnerships with a vast array of stakeholders. Implementation of the plan must be realised by integrating it into corporate and business plans, monitoring and evaluating the policy by the National Advisory Board on Climate Change and Disaster Risk Reduction (NAB), and reporting by NAB. A review of the current document should occur every three to five years to ensure it is in line with contemporary developments.<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />",VUT,"Residential and Commercial,Energy,LULUCF,Social development,Transportation",Executive,published,"mitigation, adaptation, DRM/DRR",Policy,"Adaptation, Energy Demand, Energy Supply, Institutions / Administrative arrangements, REDD+ and LULUCF, Research and development, Transportation",""
4453,4453,National Policy of Combating Climate Change,"This document aims at providing a national framework to mitigate the effects of climate change and adapt to its impacts in an effective and sustainable manner. It defines a number of objectives and strategies to attain those. It details financial, human resource, legislative, administrative and other implications of these strategies.

Objectives include 1) Promote public awareness and improve stakeholder understanding of the causes and effects of climate change, 2) Strengthen the management of climate change information, 3) Build capacity on effective national responses to climate change, 4) Implement mitigation measures to reduce greenhouse gas emissions causing climate change, 5) Implement adaptation measures to protect Samoa from the impacts of climate change, and 6) Establish a regulatory framework to facilitate the national responses to climate change.",WSM,"",Executive,published,"mitigation, adaptation",Policy,"Adaptation, Energy Demand, Energy Supply",""
8195,8195,National Biodiversity Strategy Action Plan,This document sets the Solomon Islands' strategy and implementation actions for biodiversity conservation. It aims at ensuring that the national biodiversity is able to cope with climate change effects. It further seeks to improve forests protection.,SLB,"LULUCF,Environment",Executive,published,,Plan; Strategy,"Adaptation, Energy Demand, Energy Supply, Institutions / Administrative arrangements, REDD+ and LULUCF, Research and development",""
8663,8663,National Adaptation Framework,"Ireland's first statutory National Adaptation Framework (NAF) was released on January 19th, 2018. The NAF sets out the national strategy to reduce the vulnerability of the country to the negative effects of climate change and to avail of positive impacts. The NAF was developed under the Climate Action and Low Carbon Development Act 2015 and succeeds to the NCCAF previously released in 2012.",IRL,"",Executive,published,Adaptation,Policy,"Adaptation, Institutions / Administrative arrangements",""
8149,8149,Energy Strategy and Action Plan 2011,"This document sets Burundi's energy strategy and implementation actions. It states that main capacity additions will come from hydropower and other renewable resources. Priority is given to the electrification of social infrastructure (schools, hospitals, health centres, pumping stations, local administration offices) in remote, off-grid areas. In the medium to long-term perspective, Burundi's electrical grid will be connected to solar power stations.

The document further aims to increase energy efficiency of biomass use.",BDI,"Energy,Health",Executive,published,,Plan; Strategy,Energy Supply,""
8132,8132,Climate Change Strategy and Action Plan,"Mentioned in INDC and other online sources, but not available online. Validated on 22 July 2015 (http://standardtimespress.org/?p=6131)",SLE,"",Executive,published,,Plan; Strategy,"Energy Supply, Institutions / Administrative arrangements",""
1791,1791,Law on Natural Disaster Prevention and Control No: 33/2013/QH13,"This law provides natural disaster prevention and control activities; specifies the rights and obligations of agencies, organisations, households and individuals engaged in natural disaster prevention and control activities; and details the state management of, and assurance of resources for, natural disaster prevention and control.<br />
<br />
It specifies that natural disaster prevention and control activities must be based on scientific grounds, protect the environment, and recognise the importance of adapting to climate change. It requires the creation, every 10 years, of a National Strategy on Natural Disaster Prevention and Control which must include results of any climate change-related risks. District level and provincial natural disaster prevention and control plans must identify potential climate change-related impacts on socio-economic activities.",VNM,"",Legislative,published,"Adaptation, DRM/DRR",Law,Adaptation,""
8660,8660,Law no 002/2014 on sustainable development,"This law establishes the fundamental principles, general objectives and financial mechanisms to enable sustainable development in Gabon. It further details the role and missions of the National Council for Sustainable Development.",GAB,"",Legislative,published,,Law,"Adaptation, Institutions / Administrative arrangements, REDD+ and LULUCF",""
8650,8650,Act on the Improvement of Energy Consumption Performance of Buildings,"This Act provides for 1) regulatory measures for mandatory compliance with energy efficiency standards for large-scale non-residential buildings, and 2) incentive measures such as a labeling system displaying compliance with energy efficiency standards and exception of floor-area ratio regulation for certified building. The incentive measures were implemented on April 1, 2016, and regulatory measures on April 1, 2017. The Act further details the standards and the labelling system for energy efficiency.",JPN,"Residential and Commercial,Energy",Legislative,published,,Law,Energy Demand,""
8126,8126,National Climate Change Strategy and Action Plan 2014,"Mentioned in INDC and other online sources, but not available online.",SWZ,"",Executive,published,,Plan; Strategy,"Energy Supply, Institutions / Administrative arrangements",""
8649,8649,"Act on Promoting Generation of Electricity from Renewable Energy Sources Harmonized with Sound Development of Agriculture, Forestry and Fisheries","This Act aims at 'rejuvenating rural areas' bypromoting there the generation of electricity from renewable energy sources harmonized with the sound development of agriculture, forestry, and fisheries. The competent minister is to issue a Â« basic policy Â» to translate the Act into facts.",JPN,"Agriculture,Energy,LULUCF",Legislative,published,,Law,"Energy Supply, REDD+ and LULUCF",""
4844,4844,National Strategy and Action Plan for Biodiversity 2011-2020,This document sets Togo's strategy and implementation actions towards biodiversity conservation over the period 2011-2020. It seeks to ensure that the national biodiversity is able to cope to climate change. It further aims to minimise climate change impacts on all ecosystems.,TGO,Environment,Executive,published,,Plan; Strategy,REDD+ and LULUCF,""
4743,4743,Seychelles' National Biodiversity Strategy and Action Plan 2015-2020,This document outlines the government's strategy for biodiversity conservation over the period 2015-2020. It aims in particular to integrate biodiversity into climate change adaptation programmes.,SYC,Environment,Executive,published,,Plan; Strategy,"Carbon Pricing, Institutions / Administrative arrangements, Research and development",""
1490,1490,National Biodiversity Strategy and Action Plan,"The Plan, developed by the National Environmental Conservation Committee, contains 10 strategic directions on the following themes:<br />
â€¢ Strengthening conservation of priority sites;<br />
â€¢ Mainstreaming biodiversity into other policy sectors;<br />
â€¢ Implementing focused conservation actions for priority species;<br />
â€¢ Supporting local NGOs and academic institutions;<br />
â€¢ Creating capacity to coordinate conservation investment in Myanmar;<br />
â€¢ Scaling up the implementation of in situ and ex situ conservation of agriculture, livestock and fisheries biodiversity and genetic resource management;<br />
â€¢ Expediting the process of implementing the national biosafety framework;<br />
â€¢ Promoting the initiative to manage invasive alien species;<br />
â€¢ Facilitating the legislative process of environmental protection and environmental impact assessment;<br />
â€¢ Enhancing communication, education and public awareness on biodiversity conservation.<br />
<br />
The plan identifies a direct relationship between global climate change and biodiversity loss, and notes that climate change poses a major threat to the continued existence of traditional and wild agro-ecosystems, particularly at high altitudes. In addition to agriculture and biodiversity, it also identifies forestry, water resources, natural disaster and human health as areas that will be potentially affected by climate change. The plan states that precautionary approaches and measures are required for biodiversity conservation to increase the country's potential for adaptation in response to climate change.",MMR,"Agriculture,Health,LULUCF,Water,Environment",Executive,published,,Plan; Strategy,Adaptation,""
1428,1428,National Climate Change Response Strategy 2010 As implemented by 2013-2017 Climate Change Action Plan,"The National Climate Change Response Strategy outlines its objectives as to :
â€¢ Enhance the understanding of the global climate change regime, negotiation process and develop priorities for Kenya
â€¢ Assess the evidence and impacts of climate change in Kenya
â€¢ Recommend adaptation and mitigation measures
â€¢ Develop assessment and capacity building frameworks
â€¢ Recommend research and technological needs
â€¢ Develop a conducive and enabling policy, legal and institutional framework
â€¢ Provide a concrete action plan combined with resource mobilisation plan

Actions mentioned in the strategy include:
â€¢ Promoting orphan crops, agricultural produce post harvest processing, storage and value added, breeding of animals from various agro-ecological zones that adapt well to climatic variances and providing special livestock insurance within Adaptation
â€¢ Establishing a national climate awareness campaign, and incorporating climate change in school curriculum within Information and awareness building
â€¢ Technology development through CDM or other options, accelerating south-south partnerships in technology
â€¢ Dedicated climate directorate within the Ministry of Environment and a National Climate Change Steering Committee and a Climate Change Activities Co-ordinating Committee within the Institutional framework.

The Ministry of Environment and Mineral Resources in conjunction with donor partners, further developed the Action Plan that provides a platform for the implementation of the 2010 National Climate Change Response Strategy (NCCRS).

The Plan addresses eight action areas identified by the NCCRS, in addition to including a new subcomponent focusing on co-ordination. It defines clear measures on adaptation and mitigation to climate change across a wide range of issues, bringing an important contribution to the development of Kenya's legal and political framework in this realm. The 2013-2017 Climate Change Action Plan fits in the Kenya 2030 Vision, a long-term development plan adopted by the government in 2008. Implemented in successive five year plans, the 2030 vision is comprises three pillars (economic, social, and political).

The 2013-2017 Climate Change Action Plan was replaced in May 2018 by the National Climate Change Action Plan 2018-2022.",KEN,"Agriculture,Residential and Commercial",Executive,published,,Plan; Strategy,"Adaptation, Institutions / Administrative arrangements, Research and development",""
8642,8642,Sudan National Forestry Policy Statement,"This document was prepared with the support of the Food and Agricultural Organisation support to update the Sudan's forestry policy. The Policy notably seeks to create a ""greener Sudan"", by countering deforestation and degradation of forest cover caused by illegal cutting, misuse and mismanagement of cutting permits, agricultural expansion, and demand for fuel energy. This goal is meant to reverse the trend of forest cover loss by facing and dealing with the deforestation, desertification and environmental degradation problems. The Sudan will in particular aim at identifying the detailed reasons of forest loss, formulate and implement programs supported by the mid and long term national development and investment plans.<br />
<br />",SDN,"Agriculture,Energy,LULUCF",Executive,published,,Policy,REDD+ and LULUCF,""
1312,1312,Energy Development Strategy Action Plan (2014-2020),"Published by the State Council, the Plan aims to reduce China's high energy consumption per unit GDP ratio through a set of measures and mandatory targets, promoting a more efficient, self-sufficient, green and innovative energy production and consumption.<br />
<br />
The targets include a cap on annual primary energy consumption set at 4.8bn tonnes of the standard coal equivalent until 2020, with a need to limit the annual growth rate of primary energy consumption to 3.5% for the next six years. The annual coal consumption should be held below 4.2bn tonnes until 2020 (16.3% more than the 3.6bn tonnes burned in 2013, according to the National Coal Association), with the main coal consumption reduction to be achieved in regions around Beijing, the Yangtze River Delta and the Pearl River Delta - the three biggest city clusters in China. The share of non-fossil fuels in the total primary energy mix is to rise to from 9.8% in 2013 to 15% by 2020, with an indicative 20% share by 2030. The share of natural gas is to rise to above 10%, while that of coal will be reduced below 62%. In addition, installed nuclear power capacity is to reach 58GW by 2020, with additional 30GW expected to be under construction in 2020. Installed capacity of hydro-, wind and solar power in 2020 is expected to reach 350GW, 200GW and 100GW, respectively. Energy self-sufficiency should reach around 85%.",CHN,Energy,Executive,published,,Plan; Strategy,"Energy Demand, Energy Supply",""
