case_id,title,url,date,language
7102,jsessionid=9ea7d0f130d5a6b7aa204b8f48a8a6a8ac56502feb0e.e34KaxiLc3eQc40LaxqMbN4Oax0Se0?text=&docid=143186&pageIndex=0&doclang=en&mode=lst&dir=&occ=first&part=1&cid=179274,11/1/2016,,en
7101,Case document,http://curia.europa.eu/juris/liste.jsf?language=en&num=C-2/10,11/4/2016,en
7100,Case document,http://curia.europa.eu/juris/liste.jsf?language=en&num=T-16/04,11/1/2016,en
7099,Case document,http://curia.europa.eu/juris/document/document_print.jsf?doclang=EN&text=&pageIndex=0&part=1&mode=lst&docid=154403&occ=first&dir=&cid=67445,11/4/2016,en
7098,Case document,"http://curia.europa.eu/juris/liste.jsf?language=en&jur=C,T,F&num=366/10&td=ALL","11/4/2016,Case document",en
7097,Case document,http://www.bailii.org/eu/cases/EUECJ/2013/C54511.html,11/4/2016,en
7096,Case document,http://curia.europa.eu/juris/document/document.jsf?text=&docid=83134&pageIndex=0&doclang=EN&mode=lst&dir=&occ=first&part=1&cid=355098,,en
7095,Case document,http://curia.europa.eu/juris/liste.jsf?language=en&num=T-27/07,"11/4/2016,Case document",en
7093,Case document,http://curia.europa.eu/juris/document/document.jsf,,en
7093,jsessionid=9ea7d2dc30d6197e3aab43b54df480cb9e81dc78e07e.e34KaxiLc3qMb40Rch0SaxyMb3r0?text=&docid=83446&pageIndex=0&doclang=EN&mode=lst&dir=&occ=first&part=1&cid=354606,,,en
7092,Case document,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62013CC0425,11/1/2016,en
7091,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2009/20091203_2686_petition.pdf,11/4/2016,en
7090,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2016/20160208_3588_decision-1.pdf,11/29/2016,en
7089,Case document,http://www.courts.gov.bc.ca/jdb-txt/SC/15/01/2015BCSC0165.htm,11/4/2016,en
7088,Case document,http://www.canlii.org/en/ca/fct/doc/2012/2012fc893/2012fc893.pdf,11/4/2016,en
7087,Case document,http://decisions.fca-caf.gc.ca/fca-caf/decisions/en/144495/1/document.do,11/4/2016,en
7086,Case document,http://www.bcuc.com/Documents/Proceedings/2011/DOC_29396_12-19-2011-RiverDistrictEnergy-CPCN-Decision-WEB.pdf,11/4/2016,en
7085,Case document,http://www.bcuc.com/Documents/Proceedings/2012/DOC_30355_04-12-2012-FEU-2012-13RR-Decision-WEB.pdf,11/4/2016,en
7084,Case document,http://decisions.fct-cf.gc.ca/fc-cf/decisions/en/item/55045/index.do,11/4/2016,en
7082,Case document,http://www.bcuc.com/Documents/Proceedings/2012/DOC_30355_04-12-2012-FEU-2012-13RR-Decision-WEB.pdf,11/4/2016,en
7081,Case document,http://decisions.fca-caf.gc.ca/fca-caf/decisions/en/item/36582/index.do,"11/4/2016,Case document",en
7078,Case document,http://www.canlii.org/en/ca/tmob/doc/2014/2014tmob78/2014tmob78.html,11/4/2016,en
7077,Case document,http://climatecasechart.com/non-us-case/vzw-klimaatzaak-v-kingdom-of-belgium-et-al/,24-4-19,en
7076,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2010/20100120_2010-VCAT-60_decision.pdf,23/08/2017,en
7073,Case document,http://archive.sclqld.org.au/qjudgment/2012/QLC12-067.pdf,11/4/2016,en
7072,Case document,http://www.ecolex.org/details/court-decision/wildlife-preservation-society-of-queensland-proserpinewhitsunday-branch-inc-v-minister-for-the-environment-and-heritage-and-bowen-central-coal-management-pty-ltd-and-qcoal-pty-ltd-b6863ce4-8e1c-4b4e-b805-bd49291b53a6/,11/4/2016,en
7071,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2010/1334.html,11/4/2016,en
7070,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2009/2177.html,11/4/2016,en
7069,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2009/2072.html,11/4/2016,en
7068,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2006/20060606_2006-151-LGERA-1_decision.pdf,23/08/2017,en
7067,Case document,http://www.terminalspl.com.au/community/geelong/gceg/reports/2011/Terminals_Avgas_VCAT_decision_2011.pdf,11/4/2016,en
7066,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2009/2231.html,11/4/2016,en
7065,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2007/20070201_2007-161-LGERA-1_decision.pdf,23/08/2017,en
7064,Case document,http://www.ecolex.org/details/court-decision/l-taip-v-east-gippsland-shire-council-94c766fe-ef37-46cb-ac3e-6c3473729fd4/,11/4/2016,en
7063,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2010/1272.html,11/4/2016,en
7062,Case document,http://www.austlii.edu.au/au/cases/nsw/NSWLEC/2013/1145.html,11/4/2016,en
7059,Case document,https://www.informea.org/sites/default/files/court-decisions/COU-156705.pdf,11/4/2016,en
7058,Case document,https://www.caselaw.nsw.gov.au/decision/549f8bd03004262463adabf8,11/4/2016,en
7056,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2004/20041029_2004-140-LGERA-100_decision-1.pdf,23/08/2017,en
7055,Case document,http://www.austlii.edu.au/au/cases/qld/QPEC/2013/26.pdf,11/4/2016,en
7054,Case document,http://archive.sclqld.org.au/qjudgment/2007/QCA07-338.pdf,11/4/2016,en
7052,Case document,http://earthjustice.org/sites/default/files/library/legal_docs/petition-to-the-inter-american-commission-on-human-rights-on-behalf-of-the-inuit-circumpolar-conference.pdf,23/08/2017,en
7049,Case document,http://www.austlii.edu.au/au/cases/vic/VCAT/2010/1755.html,11/4/2016,en
7048,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2010/20100323_2009-VCAT-1946-25-September-2009-2010-VCAT-522-23-March-2010_decision.pdf,23/08/2017,en
7047,Case document,http://archive.sclqld.org.au/qjudgment/2013/QLC13-019.pdf,11/4/2016,en
7046,Case document,http://www.austlii.edu.au/au/cases/sa/SASC/2008/57.html,11/4/2016,en
7045,Case document,https://www.caselaw.nsw.gov.au/decision/54a63c1a3004de94513db721,11/4/2016,en
7044,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2009/20091119_2009-VCAT-1022-2009-VCAT-2414-Australia_decision.pdf,23/08/2017,en
7042,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2008/20080924_2008-161-LGERA-423-2008-NSWCA-334_decision.pdf,23/08/2017,en
7041,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2007/363.html,11/4/2016,en
7040,Case document,https://www.caselaw.nsw.gov.au/decision/54a6364d3004de94513d90f9,11/4/2016,en
7039,Case document,http://www.austlii.edu.au/au/cases/nsw/NSWLEC/2010/129.html,11/4/2016,en
7038,Case document,http://www.austlii.edu.au/au/cases/vic/VCAT/2011/513.html,"11/4/2016,Case document",en
7037,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/nsw/NSWLEC/2012/1167.html,11/4/2016,en
7036,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/nsw/NSWLEC/2011/195.html,11/4/2016,en
7035,Case document,http://www.caselaw.nsw.gov.au/action/PJUDG?jgmtid=160375,11/4/2016,en
7034,Case document,http://www.caselaw.nsw.gov.au/action/PJUDG?jgmtid=155760,11/4/2016,en
7032,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/1994/19941110_1994-86-LGERA-143-Australia_decision.pdf,23/08/2017,en
7031,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2006/20061127_2006-152-LGERA-258-Australia_decision-1.pdf,23/08/2017,en
7030,Case document,http://www.austlii.edu.au/au/cases/vic/VCAT/2008/1545.html,11/4/2016,en
7029,Case document,http://www.austlii.edu.au/au/cases/vic/VCAT/2013/39.html,11/4/2016,en
7028,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2010/1183.html,11/4/2016,en
7027,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2012/308.html,11/4/2016,en
7026,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2007/20070813_2007-158-LGERA-349-Australia_decision.pdf,23/08/2017,en
7024,Case document,https://www.caselaw.nsw.gov.au/decision/549f94443004262463afb52a,12/2/2016,en
7023,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/qld/QPEC/2012/39.html,11/4/2016,en
7022,Case document,http://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2013/2013fca0205,11/4/2016,en
7021,Case document,http://www.austlii.edu.au/au/cases/vic/VCAT/2011/76.html,11/1/2016,en
7018,Case document,http://www.austlii.edu.au/au/cases/nsw/NSWLEC/2009/88.html,11/1/2016,en
7020,Case document,http://www.austlii.edu.au/au/cases/vic/VCAT/2010/1457.html,11/1/2016,en
7017,Case document,https://www.caselaw.nsw.gov.au/decision/54a639943004de94513da836,11/1/2016,en
7016,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2010/1334.html,11/1/2016,en
7014,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2009/1453.html,11/1/2016,en
7012,Case document,https://www.accc.gov.au/media-release/accc-institutes-proceedings-against-prime-carbon-pty-ltd,12/2/2016,en
7013,Case document,http://www.accc.gov.au/media-release/v8-supercars-corrects-carbon-emissions-claims,11/1/2016,en
7011,Case document,https://www.accc.gov.au/media-release/goodyear-tyres-apologises-offers-compensation-for-unsubstantiated-environmental-claims,12/2/2016,en
7009,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2010/20100929_2010-FCA-1057_opinion-1.pdf,23/08/2017,en
7008,Case document,https://www.accc.gov.au/media-release/de-longhi-alters-environmentally-friendly-claims,12/2/2016,en
7006,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2009/20090219_-2009-NCWELC-17-Australia_decision.pdf,23/08/2017,en
7005,Case document,http://www.austlii.edu.au/au/cases/wa/WASAT/2010/117.html,11/1/2016,en
7003,Case document,https://www.caselaw.nsw.gov.au/decision/549f91ea3004262463af254e,11/4/2016,en
7002,Case document,http://eresources.hcourt.gov.au/downloadPdf/2010/HCA/28,"11/4/2016,Case document",en
7001,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2007/20070615_2007-QCA-200-Australia_decision.pdf,23/08/2017,en
7000,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/nsw/NSWLEC/2011/221.html?stem=0&synonyms=0&query=Hunter%20Environment%20Lobby%20Inc,"11/4/2016,Case document",en
