"Id","Eventable","Eventable type","Event Type","Title","url","date","Description","Comments",
,8230,"Legislation","Law passed","Law passed",,"11/12/10",,,
,8228,"Legislation","Law passed","Law passed",,"25/12/82",,,
,8652,"Legislation","Law passed","Law passed",,"16/05/15",,,
,8199,"Legislation","Law passed","Law passed",,"25/12/12",,,
,1510,"Legislation","Law passed","Law passed",,"02/03/04",,,
,4623,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8529,"Legislation","Law passed","Law passed",,"29/12/17",,,
,8171,"Legislation","Law passed","Law passed",,"25/12/06",,,
,8170,"Legislation","Law passed","Law passed",,"25/12/09",,,
,8513,"Legislation","Law passed","Law passed",,"01/05/06",,,
,8519,"Legislation","Law passed","Law passed",,"11/01/13",,,
,4601,"Legislation","Law passed","Law passed",,"25/12/09",,,
,8166,"Legislation","Law passed","Law passed",,"25/12/10",,,
,8164,"Legislation","Law passed","Law passed",,"25/12/12",,,
,8482,"Legislation","Law passed","Law passed",,"25/12/12",,,
,8165,"Legislation","Law passed","Law passed",,"25/12/08",,,
,8161,"Legislation","Law passed","Law passed",,"25/12/11",,,
,8159,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8156,"Legislation","Law passed","Law passed",,"28/12/07",,,
,8157,"Legislation","Law passed","Law passed",,"25/12/09",,,
,8465,"Legislation","Law passed","Law passed",,"20/12/12",,,
,8160,"Legislation","Law passed","Law passed",,"25/12/05",,,
,1494,"Legislation","Law passed","Law passed",,"03/03/11",,,
,8151,"Legislation","Law passed","Law passed",,"25/12/14",,,
,8150,"Legislation","Law passed","Law passed",,"25/12/10",,,
,8282,"Legislation","Law passed","Law passed",,"13/06/17",,,
,8148,"Legislation","Law passed","Law passed",,"25/12/11",,,
,8147,"Legislation","Law passed","Law passed",,"01/01/08",,,
,8146,"Legislation","Law passed","Law passed",,"25/12/14",,,
,1379,"Legislation","Law passed","Law passed",,"25/12/93",,,
,8144,"Legislation","Law passed","Law passed",,"25/12/07",,,
,8556,"Legislation","Law passed","Law passed",,"25/12/11",,,
,8162,"Legislation","Law passed","Law passed",,"25/12/08",,,
,8137,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8154,"Legislation","Law passed","Law passed",,"01/01/15",,,
,1519,"Legislation","Law passed","Law passed",,"25/12/12",,,
,8141,"Legislation","Law passed","Law passed",,"25/12/14",,,
,2055,"Legislation","Law passed","Law passed",,"24/11/10",,,
,8140,"Legislation","Law passed","Law passed",,"25/12/10",,,
,8139,"Legislation","Law passed","Law passed",,"25/12/13",,,
,8152,"Legislation","Law passed","Law passed",,"25/12/14",,,
,8138,"Legislation","Law passed","Law passed",,"25/12/12",,,
,1518,"Legislation","Law passed","Law passed",,"25/12/13",,,
,8124,"Legislation","Law passed","Law passed",,"25/12/14",,,
,1497,"Legislation","Law passed","Law passed",,"01/10/13",,,
,8198,"Legislation","Law passed","Law passed",,"25/04/14",,,
,8626,"Legislation","Law passed","Law passed",,"01/09/09",,,
,8136,"Legislation","Law passed","Law passed",,"25/12/12",,,
,8120,"Legislation","Law passed","Law passed",,"25/12/12",,,
,8115,"Legislation","Law passed","Law passed",,"25/12/10",,,
,8116,"Legislation","Law passed","Law passed",,"25/12/09",,,
,8113,"Legislation","Law passed","Law passed",,"25/12/09",,,
,8114,"Legislation","Law passed","Law passed",,"25/12/09",,,
,8112,"Legislation","Law passed","Law passed",,"25/12/07",,,
,8163,"Legislation","Law passed","Law passed",,"25/12/12",,,
,8155,"Legislation","Law passed","Law passed",,"25/12/10",,,
,8133,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8172,"Legislation","Law passed","Law passed",,"25/12/16",,,
,8118,"Legislation","Law passed","Law passed",,"25/12/12",,,
,1298,"Legislation","Law passed","Law passed",,"25/12/08",,,
,8128,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8108,"Legislation","Law passed","Law passed",,"25/12/12",,,
,4125,"Legislation","Law passed","Law passed",,"23/01/13",,,
,4288,"Legislation","Law passed","Law passed",,"29/10/13",,,
,4982,"Legislation","Law passed","Law passed",,"25/12/12",,,
,4980,"Legislation","Law passed","Law passed",,"25/03/15",,,
,8122,"Legislation","Law passed","Law passed",,"01/07/12",,,
,4978,"Legislation","Law passed","Law passed",,"01/08/04",,,
,4979,"Legislation","Law passed","Law passed",,"20/04/11",,,
,4977,"Legislation","Law passed","Law passed",,"25/04/11",,,
,4976,"Legislation","Law passed","Law passed",,"12/10/12",,,
,4974,"Legislation","Law passed","Law passed",,"15/12/11",,,
,4975,"Legislation","Law passed","Law passed",,"10/06/13",,,
,4973,"Legislation","Law passed","Law passed",,"05/02/16",,,
,4972,"Legislation","Law passed","Law passed",,"15/04/05",,,
,4971,"Legislation","Law passed","Law passed",,"24/10/02",,,
,4970,"Legislation","Law passed","Law passed",,"02/10/15",,,
,4969,"Legislation","Law passed","Law passed",,"01/10/14",,,
,4968,"Legislation","Law passed","Law passed",,"25/02/16",,,
,4967,"Legislation","Law passed","Law passed",,"25/12/07",,,
,4966,"Legislation","Law passed","Law passed",,"25/12/08",,,
,4965,"Legislation","Law passed","Law passed",,"01/01/13",,,
,4964,"Legislation","Law passed","Law passed",,"07/07/98",,,
,4963,"Legislation","Law passed","Law passed",,"27/06/11",,,
,4962,"Legislation","Law passed","Law passed",,"31/12/08",,,
,4961,"Legislation","Law passed","Law passed",,"05/04/13",,,
,4959,"Legislation","Law passed","Law passed",,"27/01/11",,,
,4960,"Legislation","Law passed","Law passed",,"16/04/08",,,
,4958,"Legislation","Law passed","Law passed",,"01/01/05",,,
,4957,"Legislation","Law passed","Law passed",,"01/07/15",,,
,4956,"Legislation","Law passed","Law passed",,"20/01/14",,,
,4955,"Legislation","Law passed","Law passed",,"01/03/14",,,
,4953,"Legislation","Law passed","Law passed",,"01/07/14",,,
,4954,"Legislation","Law passed","Law passed",,"01/07/15",,,
,4952,"Legislation","Law passed","Law passed",,"01/06/12",,,
,4951,"Legislation","Law passed","Law passed",,"24/09/12",,,
,4950,"Legislation","Law passed","Law passed",,"14/07/15",,,
,4947,"Legislation","Law passed","Law passed",,"18/11/10",,,
,4949,"Legislation","Law passed","Law passed",,"01/01/13",,,
,4948,"Legislation","Law passed","Law passed",,"16/12/10",,,
,1105,"Legislation","Law passed","Law passed",,"07/04/09",,,
,4631,"Legislation","Law passed","Law passed",,"01/09/10",,,
,4944,"Legislation","Law passed","Law passed",,"01/08/10",,,
,4943,"Legislation","Law passed","Law passed",,"01/06/13",,,
,8129,"Legislation","Law passed","Law passed",,"25/12/08",,,
,4941,"Legislation","Law passed","Law passed",,"07/01/14",,,
,1378,"Legislation","Law passed","Law passed",,"25/12/04",,,
,4939,"Legislation","Law passed","Law passed",,"01/04/15",,,
,4940,"Legislation","Law passed","Law passed",,"01/05/98",,,
,4942,"Legislation","Law passed","Law passed",,"01/10/09",,,
,4929,"Legislation","Law passed","Law passed",,"29/01/16",,,
,4856,"Legislation","Law passed","Law passed",,"01/03/10",,,
,4937,"Legislation","Law passed","Law passed",,"01/10/09",,,
,4926,"Legislation","Law passed","Law passed",,"07/06/13",,,
,4922,"Legislation","Law passed","Law passed",,"06/01/12",,,
,1775,"Legislation","Law passed","Law passed",,"26/01/07",,,
,1696,"Legislation","Law passed","Law passed",,"02/02/09",,,
,1698,"Legislation","Law passed","Law passed",,"02/02/07",,,
,1534,"Legislation","Law passed","Law passed",,"30/01/14",,,
,4923,"Legislation","Law passed","Law passed",,"01/05/09",,,
,1334,"Legislation","Law passed","Law passed",,"01/09/11",,,
,8644,"Legislation","Law passed","Law passed",,"02/02/18",,,
,4921,"Legislation","Law passed","Law passed",,"07/07/05",,,
,4919,"Legislation","Law passed","Law passed",,"01/06/05",,,
,4918,"Legislation","Law passed","Law passed",,"25/12/14",,,
,8606,"Legislation","Law passed","Law passed",,"29/06/11",,,
,4915,"Legislation","Law passed","Law passed",,"01/12/11",,,
,8602,"Legislation","Law passed","Law passed",,"01/07/17",,,
,8279,"Legislation","Law passed","Law passed",,"12/06/17",,,
,8131,"Legislation","Law passed","Law passed",,"25/12/14",,,
,4777,"Legislation","Law passed","Law passed",,"23/01/13",,,
,4932,"Legislation","Law passed","Law passed",,"01/06/08",,,
,4774,"Legislation","Law passed","Law passed",,"26/06/12",,,
,4904,"Legislation","Law passed","Law passed",,"07/03/13",,,
,4903,"Legislation","Law passed","Law passed",,"01/09/09",,,
,4059,"Legislation","Law passed","Law passed",,"13/06/14",,,
,4062,"Legislation","Law passed","Law passed",,"09/08/11",,,
,4058,"Legislation","Law passed","Law passed",,"03/01/11",,,
,4907,"Legislation","Law passed","Law passed",,"25/12/15",,,
,4854,"Legislation","Law passed","Law passed",,"01/03/15",,,
,4858,"Legislation","Law passed","Law passed",,"01/07/11",,,
,4857,"Legislation","Law passed","Law passed",,"25/12/13",,,
,4855,"Legislation","Law passed","Law passed",,"01/01/14",,,
,4850,"Legislation","Law passed","Law passed",,"01/08/16",,,
,4835,"Legislation","Law passed","Law passed",,"25/12/12",,,
,4822,"Legislation","Law passed","Law passed",,"01/06/16",,,
,4845,"Legislation","Law passed","Law passed",,"01/08/11",,,
,4849,"Legislation","Law passed","Law passed",,"25/12/14",,,
,4816,"Legislation","Law passed","Law passed",,"31/03/15",,,
,4779,"Legislation","Law passed","Law passed",,"25/12/11",,,
,4840,"Legislation","Law passed","Law passed",,"01/11/11",,,
,4745,"Legislation","Law passed","Law passed",,"01/11/06",,,
,4838,"Legislation","Law passed","Law passed",,"23/12/98",,,
,4846,"Legislation","Law passed","Law passed",,"01/01/15",,,
,4837,"Legislation","Law passed","Law passed",,"01/04/16",,,
,4734,"Legislation","Law passed","Law passed",,"01/06/13",,,
,1439,"Legislation","Law passed","Law passed",,"25/12/12",,,
,4832,"Legislation","Law passed","Law passed",,"05/06/98",,,
,4833,"Legislation","Law passed","Law passed",,"25/12/97",,,
,4057,"Legislation","Law passed","Law passed",,"22/11/10",,,
,1574,"Legislation","Law passed","Law passed",,"24/03/06",,,
,4828,"Legislation","Law passed","Law passed",,"01/05/09",,,
,4827,"Legislation","Law passed","Law passed",,"25/12/07",,,
,4825,"Legislation","Law passed","Law passed",,"01/12/97",,,
,4836,"Legislation","Law passed","Law passed",,"01/12/16",,,
,4823,"Legislation","Law passed","Law passed",,"01/10/13",,,
,8539,"Legislation","Law passed","Law passed",,"25/12/11",,,
,4821,"Legislation","Law passed","Law passed",,"01/12/15",,,
,4824,"Legislation","Law passed","Law passed",,"01/07/10",,,
,4818,"Legislation","Law passed","Law passed",,"18/08/03",,,
,4322,"Legislation","Law passed","Law passed",,"25/12/14",,,
,4313,"Legislation","Law passed","Law passed",,"25/12/04",,,
,4815,"Legislation","Law passed","Law passed",,"11/05/08",,,
,4814,"Legislation","Law passed","Law passed",,"20/11/07",,,
,4820,"Legislation","Law passed","Law passed",,"12/10/19",,,
,4810,"Legislation","Law passed","Law passed",,"11/05/15",,,
,4808,"Legislation","Law passed","Law passed",,"27/01/14",,,
,4806,"Legislation","Law passed","Law passed",,"04/03/14",,,
,8197,"Legislation","Law passed","Law passed",,"23/08/16",,,
,4804,"Legislation","Law passed","Law passed",,"13/12/09",,,
,4801,"Legislation","Law passed","Law passed",,"17/11/05",,,
,4800,"Legislation","Law passed","Law passed",,"09/12/16",,,
,4798,"Legislation","Law passed","Law passed",,"24/06/03",,,
,4799,"Legislation","Law passed","Law passed",,"04/10/13",,,
,4797,"Legislation","Law passed","Law passed",,"17/10/14",,,
,1649,"Legislation","Law passed","Law passed",,"01/08/10",,,
,2053,"Legislation","Law passed","Law passed",,"07/07/16",,,
,4792,"Legislation","Law passed","Law passed",,"10/09/15",,,
,4791,"Legislation","Law passed","Law passed",,"22/05/09",,,
,4790,"Legislation","Law passed","Law passed",,"19/10/12",,,
,4789,"Legislation","Law passed","Law passed",,"01/04/16",,,
,4812,"Legislation","Law passed","Law passed",,"25/12/07",,,
,2051,"Legislation","Law passed","Law passed",,"25/12/15",,,
,4785,"Legislation","Law passed","Law passed",,"03/10/07",,,
,1476,"Legislation","Law passed","Law passed",,"25/12/14",,,
,4788,"Legislation","Law passed","Law passed",,"20/02/09",,,
,4782,"Legislation","Law passed","Law passed",,"11/03/09",,,
,4781,"Legislation","Law passed","Law passed",,"29/10/95",,,
,2049,"Legislation","Law passed","Law passed",,"30/06/15",,,
,4778,"Legislation","Law passed","Law passed",,"03/10/15",,,
,1568,"Legislation","Law passed","Law passed",,"12/03/12",,,
,4776,"Legislation","Law passed","Law passed",,"26/07/07",,,
,4775,"Legislation","Law passed","Law passed",,"13/01/12",,,
,4773,"Legislation","Law passed","Law passed",,"01/05/08",,,
,4772,"Legislation","Law passed","Law passed",,"01/11/07",,,
,4771,"Legislation","Law passed","Law passed",,"05/01/16",,,
,4770,"Legislation","Law passed","Law passed",,"18/09/09",,,
,4768,"Legislation","Law passed","Law passed",,"27/12/10",,,
,4769,"Legislation","Law passed","Law passed",,"21/09/09",,,
,4767,"Legislation","Law passed","Law passed",,"09/11/13",,,
,4766,"Legislation","Law passed","Law passed",,"25/10/13",,,
,1389,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1388,"Legislation","Law passed","Law passed",,"25/03/10",,,
,1139,"Legislation","Law passed","Law passed",,"21/04/94",,,
,1014,"Legislation","Law passed","Law passed",,"28/07/99",,,
,4046,"Legislation","Law passed","Law passed",,"18/09/98",,,
,4760,"Legislation","Law passed","Law passed",,"18/10/13",,,
,4759,"Legislation","Law passed","Law passed",,"29/05/02",,,
,4758,"Legislation","Law passed","Law passed",,"30/10/07",,,
,4756,"Legislation","Law passed","Law passed",,"12/09/09",,,
,4757,"Legislation","Law passed","Law passed",,"17/09/12",,,
,4755,"Legislation","Law passed","Law passed",,"25/12/14",,,
,4753,"Legislation","Law passed","Law passed",,"25/12/10",,,
,4754,"Legislation","Law passed","Law passed",,"25/12/10",,,
,2048,"Legislation","Law passed","Law passed",,"17/09/15",,,
,4783,"Legislation","Law passed","Law passed",,"01/06/09",,,
,4749,"Legislation","Law passed","Law passed",,"16/01/95",,,
,4747,"Legislation","Law passed","Law passed",,"01/08/03",,,
,2033,"Legislation","Law passed","Law passed",,"16/03/16",,,
,4744,"Legislation","Law passed","Law passed",,"20/11/11",,,
,2026,"Legislation","Law passed","Law passed",,"04/12/15",,,
,4750,"Legislation","Law passed","Law passed",,"25/12/13",,,
,4741,"Legislation","Law passed","Law passed",,"16/11/15",,,
,4740,"Legislation","Law passed","Law passed",,"19/08/14",,,
,4739,"Legislation","Law passed","Law passed",,"18/12/12",,,
,8647,"Legislation","Law passed","Law passed",,"27/11/15",,,
,8674,"Legislation","Law passed","Law passed",,"11/06/13",,,
,8681,"Legislation","Law passed","Law passed",,"07/08/17",,,
,4730,"Legislation","Law passed","Law passed",,"26/06/07",,,
,4729,"Legislation","Law passed","Law passed",,"07/09/07",,,
,4728,"Legislation","Law passed","Law passed",,"07/10/05",,,
,8673,"Legislation","Law passed","Law passed",,"02/03/18",,,
,8668,"Legislation","Law passed","Law passed",,"01/08/11",,,
,4725,"Legislation","Law passed","Law passed",,"01/09/03",,,
,4724,"Legislation","Law passed","Law passed",,"30/05/08",,,
,4701,"Legislation","Law passed","Law passed",,"25/12/11",,,
,4742,"Legislation","Law passed","Law passed",,"25/12/12",,,
,8457,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8498,"Legislation","Law passed","Law passed",,"07/07/15",,,
,8121,"Legislation","Law passed","Law passed",,"25/12/11",,,
,8497,"Legislation","Law passed","Law passed",,"12/05/19",,,
,4618,"Legislation","Law passed","Law passed",,"29/12/98",,,
,8651,"Legislation","Law passed","Law passed",,"26/09/17",,,
,4605,"Legislation","Law passed","Law passed",,"30/12/99",,,
,8645,"Legislation","Law passed","Law passed",,"13/05/16",,,
,4603,"Legislation","Law passed","Law passed",,"03/07/14",,,
,2013,"Legislation","Law passed","Law passed",,"14/09/15",,,
,4935,"Legislation","Law passed","Law passed",,"01/01/11",,,
,4491,"Legislation","Law passed","Law passed",,"01/10/91",,,
,4464,"Legislation","Law passed","Law passed",,"25/12/13",,,
,4460,"Legislation","Law passed","Law passed",,"25/12/10",,,
,1372,"Legislation","Law passed","Law passed",,"08/02/12",,,
,4459,"Legislation","Law passed","Law passed",,"15/03/13",,,
,4458,"Legislation","Law passed","Law passed",,"25/12/14",,,
,4620,"Legislation","Law passed","Law passed",,"25/12/08",,,
,4455,"Legislation","Law passed","Law passed",,"01/06/07",,,
,4454,"Legislation","Law passed","Law passed",,"01/02/11",,,
,4440,"Legislation","Law passed","Law passed",,"28/01/11",,,
,4437,"Legislation","Law passed","Law passed",,"19/10/10",,,
,8583,"Legislation","Law passed","Law passed",,"01/08/15",,,
,4391,"Legislation","Law passed","Law passed",,"18/09/07",,,
,8659,"Legislation","Law passed","Law passed",,"17/07/09",,,
,4382,"Legislation","Law passed","Law passed",,"10/04/03",,,
,4372,"Legislation","Law passed","Law passed",,"13/09/12",,,
,4355,"Legislation","Law passed","Law passed",,"28/11/08",,,
,1812,"Legislation","Law passed","Law passed",,"18/10/11",,,
,1444,"Legislation","Law passed","Law passed",,"25/12/06",,,
,4334,"Legislation","Law passed","Law passed",,"27/08/10",,,
,4330,"Legislation","Law passed","Law passed",,"18/04/11",,,
,4326,"Legislation","Law passed","Law passed",,"08/10/15",,,
,4325,"Legislation","Law passed","Law passed",,"10/04/08",,,
,8262,"Legislation","Law passed","Law passed",,"10/04/16",,,
,8543,"Legislation","Law passed","Law passed",,"27/08/12",,,
,4316,"Legislation","Law passed","Law passed",,"25/12/05",,,
,4291,"Legislation","Law passed","Law passed",,"24/04/08",,,
,4289,"Legislation","Law passed","Law passed",,"19/09/12",,,
,4290,"Legislation","Law passed","Law passed",,"18/12/03",,,
,8593,"Legislation","Law passed","Law passed",,"22/02/18",,,
,4287,"Legislation","Law passed","Law passed",,"06/09/13",,,
,2050,"Legislation","Law passed","Law passed",,"13/08/15",,,
,4283,"Legislation","Law passed","Law passed",,"23/12/09",,,
,1349,"Legislation","Law passed","Law passed",,"25/01/06",,,
,8536,"Legislation","Law passed","Law passed",,"23/12/16",,,
,4278,"Legislation","Law passed","Law passed",,"31/07/03",,,
,4277,"Legislation","Law passed","Law passed",,"25/11/98",,,
,4332,"Legislation","Law passed","Law passed",,"01/12/10",,,
,8590,"Legislation","Law passed","Law passed",,"23/10/17",,,
,4270,"Legislation","Law passed","Law passed",,"30/06/10",,,
,4269,"Legislation","Law passed","Law passed",,"29/06/07",,,
,1749,"Legislation","Law passed","Law passed",,"25/12/11",,,
,8470,"Legislation","Law passed","Law passed",,"25/12/12",,,
,8565,"Legislation","Law passed","Law passed",,"19/07/17",,,
,4423,"Legislation","Law passed","Law passed",,"16/11/10",,,
,4240,"Legislation","Law passed","Law passed",,"03/03/07",,,
,4422,"Legislation","Law passed","Law passed",,"25/12/12",,,
,4148,"Legislation","Law passed","Law passed",,"01/06/05",,,
,4144,"Legislation","Law passed","Law passed",,"25/12/04",,,
,4141,"Legislation","Law passed","Law passed",,"01/06/98",,,
,4136,"Legislation","Law passed","Law passed",,"26/07/00",,,
,8577,"Legislation","Law passed","Law passed",,"05/05/15",,,
,8576,"Legislation","Law passed","Law passed",,"01/03/13",,,
,4128,"Legislation","Law passed","Law passed",,"29/04/11",,,
,8512,"Legislation","Law passed","Law passed",,"25/12/05",,,
,4242,"Legislation","Law passed","Law passed",,"25/12/13",,,
,4124,"Legislation","Law passed","Law passed",,"25/12/12",,,
,4120,"Legislation","Law passed","Law passed",,"19/03/04",,,
,4119,"Legislation","Law passed","Law passed",,"19/03/04",,,
,4107,"Legislation","Law passed","Law passed",,"25/12/99",,,
,4106,"Legislation","Law passed","Law passed",,"17/07/09",,,
,4097,"Legislation","Law passed","Law passed",,"16/07/04",,,
,4081,"Legislation","Law passed","Law passed",,"26/07/01",,,
,4080,"Legislation","Law passed","Law passed",,"26/11/02",,,
,8578,"Legislation","Law passed","Law passed",,"24/12/16",,,
,4066,"Legislation","Law passed","Law passed",,"02/03/11",,,
,4946,"Legislation","Law passed","Law passed",,"16/02/07",,,
,8232,"Legislation","Law passed","Law passed",,"25/12/03",,,
,8130,"Legislation","Law passed","Law passed",,"25/12/12",,,
,4056,"Legislation","Law passed","Law passed",,"03/02/12",,,
,4984,"Legislation","Law passed","Law passed",,"07/03/13",,,
,4054,"Legislation","Law passed","Law passed",,"22/10/14",,,
,4945,"Legislation","Law passed","Law passed",,"09/01/09",,,
,4042,"Legislation","Law passed","Law passed",,"12/12/13",,,
,4931,"Legislation","Law passed","Law passed",,"19/09/14",,,
,4019,"Legislation","Law passed","Law passed",,"17/10/08",,,
,4018,"Legislation","Law passed","Law passed",,"06/06/08",,,
,4930,"Legislation","Law passed","Law passed",,"26/07/16",,,
,4928,"Legislation","Law passed","Law passed",,"15/01/16",,,
,4925,"Legislation","Law passed","Law passed",,"11/03/11",,,
,4005,"Legislation","Law passed","Law passed",,"12/05/14",,,
,4002,"Legislation","Law passed","Law passed",,"10/10/13",,,
,4985,"Legislation","Law passed","Law passed",,"25/12/97",,,
,1717,"Legislation","Law passed","Law passed",,"25/12/06",,,
,1702,"Legislation","Law passed","Law passed",,"25/12/14",,,
,4622,"Legislation","Law passed","Law passed",,"25/12/07",,,
,8119,"Legislation","Law passed","Law passed",,"25/12/12",,,
,2071,"Legislation","Law passed","Law passed",,"25/04/16",,,
,1346,"Legislation","Law passed","Law passed",,"25/12/08",,,
,4323,"Legislation","Law passed","Law passed",,"19/04/13",,,
,2069,"Legislation","Law passed","Law passed",,"01/07/16",,,
,4924,"Legislation","Law passed","Law passed",,"06/09/01",,,
,2066,"Legislation","Law passed","Law passed",,"20/07/16",,,
,1344,"Legislation","Law passed","Law passed",,"25/12/08",,,
,1345,"Legislation","Law passed","Law passed",,"04/07/08",,,
,1343,"Legislation","Law passed","Law passed",,"16/11/09",,,
,1339,"Legislation","Law passed","Law passed",,"25/12/10",,,
,2061,"Legislation","Law passed","Law passed",,"07/06/16",,,
,2058,"Legislation","Law passed","Law passed",,"14/06/02",,,
,4266,"Legislation","Law passed","Law passed",,"12/03/10",,,
,2057,"Legislation","Law passed","Law passed",,"21/07/16",,,
,1709,"Legislation","Law passed","Law passed",,"27/12/11",,,
,1677,"Legislation","Law passed","Law passed",,"05/07/02",,,
,4619,"Legislation","Law passed","Law passed",,"01/09/15",,,
,1239,"Legislation","Law passed","Law passed",,"25/12/12",,,
,1600,"Legislation","Law passed","Law passed",,"01/09/13",,,
,1708,"Legislation","Law passed","Law passed",,"01/01/08",,,
,2047,"Legislation","Law passed","Law passed",,"21/12/14",,,
,2045,"Legislation","Law passed","Law passed",,"12/05/16",,,
,4917,"Legislation","Law passed","Law passed",,"01/12/12",,,
,2042,"Legislation","Law passed","Law passed",,"06/05/16",,,
,4914,"Legislation","Law passed","Law passed",,"27/02/15",,,
,1429,"Legislation","Law passed","Law passed",,"01/02/09",,,
,2041,"Legislation","Law passed","Law passed",,"28/10/07",,,
,2039,"Legislation","Law passed","Law passed",,"28/10/10",,,
,8648,"Legislation","Law passed","Law passed",,"01/04/15",,,
,2036,"Legislation","Law passed","Law passed",,"12/03/15",,,
,2035,"Legislation","Law passed","Law passed",,"08/02/16",,,
,2034,"Legislation","Law passed","Law passed",,"07/07/15",,,
,1231,"Legislation","Law passed","Law passed",,"25/12/11",,,
,2030,"Legislation","Law passed","Law passed",,"01/07/16",,,
,2031,"Legislation","Law passed","Law passed",,"28/04/16",,,
,2027,"Legislation","Law passed","Law passed",,"08/12/15",,,
,1495,"Legislation","Law passed","Law passed",,"25/12/05",,,
,8196,"Legislation","Law passed","Law passed",,"20/11/14",,,
,1676,"Legislation","Law passed","Law passed",,"06/10/06",,,
,4986,"Legislation","Law passed","Law passed",,"25/12/09",,,
,2021,"Legislation","Law passed","Law passed",,"18/12/15",,,
,2020,"Legislation","Law passed","Law passed",,"11/11/15",,,
,2018,"Legislation","Law passed","Law passed",,"16/01/15",,,
,2019,"Legislation","Law passed","Law passed",,"08/12/15",,,
,1417,"Legislation","Law passed","Law passed",,"01/05/13",,,
,1403,"Legislation","Law passed","Law passed",,"25/12/00",,,
,2012,"Legislation","Law passed","Law passed",,"09/10/15",,,
,2008,"Legislation","Law passed","Law passed",,"15/10/15",,,
,1406,"Legislation","Law passed","Law passed",,"01/05/09",,,
,2025,"Legislation","Law passed","Law passed",,"01/09/15",,,
,2056,"Legislation","Law passed","Law passed",,"01/09/15",,,
,2001,"Legislation","Law passed","Law passed",,"01/05/10",,,
,1817,"Legislation","Law passed","Law passed",,"14/07/11",,,
,1816,"Legislation","Law passed","Law passed",,"01/06/09",,,
,4913,"Legislation","Law passed","Law passed",,"30/05/13",,,
,4911,"Legislation","Law passed","Law passed",,"24/04/06",,,
,1376,"Legislation","Law passed","Law passed",,"28/11/10",,,
,1810,"Legislation","Law passed","Law passed",,"25/12/13",,,
,1808,"Legislation","Law passed","Law passed",,"01/08/03",,,
,1806,"Legislation","Law passed","Law passed",,"22/09/11",,,
,1360,"Legislation","Law passed","Law passed",,"01/02/14",,,
,1803,"Legislation","Law passed","Law passed",,"28/06/06",,,
,2077,"Legislation","Law passed","Law passed",,"01/01/15",,,
,1802,"Legislation","Law passed","Law passed",,"01/01/11",,,
,1798,"Legislation","Law passed","Law passed",,"01/01/10",,,
,1800,"Legislation","Law passed","Law passed",,"30/06/08",,,
,1799,"Legislation","Law passed","Law passed",,"30/06/08",,,
,1356,"Legislation","Law passed","Law passed",,"10/01/09",,,
,4906,"Legislation","Law passed","Law passed",,"22/12/11",,,
,1794,"Legislation","Law passed","Law passed",,"04/07/12",,,
,1801,"Legislation","Law passed","Law passed",,"22/06/07",,,
,1792,"Legislation","Law passed","Law passed",,"05/07/13",,,
,1354,"Legislation","Law passed","Law passed",,"05/01/10",,,
,1789,"Legislation","Law passed","Law passed",,"12/12/06",,,
,1788,"Legislation","Law passed","Law passed",,"09/01/09",,,
,1787,"Legislation","Law passed","Law passed",,"09/10/00",,,
,1786,"Legislation","Law passed","Law passed",,"04/12/13",,,
,1793,"Legislation","Law passed","Law passed",,"04/07/12",,,
,1783,"Legislation","Law passed","Law passed",,"24/01/11",,,
,1785,"Legislation","Law passed","Law passed",,"01/06/06",,,
,1781,"Legislation","Law passed","Law passed",,"19/06/97",,,
,2076,"Legislation","Law passed","Law passed",,"10/01/17",,,
,1333,"Legislation","Law passed","Law passed",,"25/12/12",,,
,1336,"Legislation","Law passed","Law passed",,"25/12/11",,,
,1353,"Legislation","Law passed","Law passed",,"08/05/11",,,
,1777,"Legislation","Law passed","Law passed",,"17/12/63",,,
,1776,"Legislation","Law passed","Law passed",,"08/08/05",,,
,4905,"Legislation","Law passed","Law passed",,"25/10/15",,,
,1774,"Legislation","Law passed","Law passed",,"19/12/07",,,
,1773,"Legislation","Law passed","Law passed",,"18/06/08",,,
,4902,"Legislation","Law passed","Law passed",,"24/10/12",,,
,1772,"Legislation","Law passed","Law passed",,"15/10/08",,,
,1770,"Legislation","Law passed","Law passed",,"17/02/09",,,
,1328,"Legislation","Law passed","Law passed",,"25/12/15",,,
,1763,"Legislation","Law passed","Law passed",,"25/12/02",,,
,1117,"Legislation","Law passed","Law passed",,"31/08/12",,,
,1760,"Legislation","Law passed","Law passed",,"25/12/06",,,
,1759,"Legislation","Law passed","Law passed",,"25/12/06",,,
,1758,"Legislation","Law passed","Law passed",,"25/12/06",,,
,2054,"Legislation","Law passed","Law passed",,"23/09/15",,,
,4281,"Legislation","Law passed","Law passed",,"29/06/12",,,
,1264,"Legislation","Law passed","Law passed",,"25/12/06",,,
,8656,"Legislation","Law passed","Law passed",,"03/04/17",,,
,4901,"Legislation","Law passed","Law passed",,"18/11/15",,,
,1744,"Legislation","Law passed","Law passed",,"25/12/09",,,
