law_id,title,url,date,language
8613,Full text,http://law.moj.gov.tw/Eng/LawClass/LawAll.aspx?PCode=J0030011(12-mar-18),03/09/2018,en
8612,Full text,http://www.un-page.org/files/public/20160205_mongolia_sdv_2030.pdf(12-mar-18),03/09/2018,en
1638,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1638.pdf,03/09/2018,en
1573,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1573a.pdf,03/09/2018,en
1573,Full text - part 2,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1573b.pdf,03/09/2018,en
2014,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/2014.pdf,03/09/2018,en
8646,Full text - Strategic Energy Plan,http://www.enecho.meti.go.jp/en/category/others/basic_plan/pdf/4th_strategic_energy_plan.pdf,03/09/2018,en
8646,Long-term Energy Supply and Demand Outlook,http://www.meti.go.jp/english/press/2015/0716_01.html,03/09/2018,en
4321,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/4321.pdf,03/09/2018,en
1020,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1020.pdf,03/09/2018,en
3001,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/3001.pdf,03/09/2018,en
3001,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/3001_annexEN.pdf,03/09/2018,en
8605,Full text,"https://policy.asiapacificenergy.org/sites/default/files/Electricity%20Market%20Law%206446%20-%20English.pdf(7-mar-18),https://policy.asiapacificenergy.org/sites/default/files/The%20electricity%20market%20legislation.pdf(7-mar-18)",03/09/2018,en
1350,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1350.pdf,03/09/2018,en
1337,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1337.pdf,03/09/2018,en
1332,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1332_IND.pdf,03/09/2018,en
1332,Full text - English,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1332_EN.pdf,03/09/2018,en
8601,Full text,"https://www.rijksoverheid.nl/documenten/convenanten/2013/09/06/energieakkoord-voor-duurzame-groei(7-mar-18),https://www.rvo.nl/onderwerpen/duurzaam-ondernemen/energieakkoord(7-mar-18),https://www.energieakkoordser.nl/energieakkoord.aspx(7-mar-18)",03/09/2018,en
8600,Full text (pdf) (Japanese),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/heat-act-ndl.pdf,7-sep-19,en
4780,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/4780.pdf,03/09/2018,en
8598,Full text,"http://servicios.minminas.gov.co/compilacionnormativa/docs/pdf/ley_1819_2016.pdf(7-mar-18),http://www.secretariasenado.gov.co/senado/basedoc/ley_1819_2016.html(7-mar-18),",03/09/2018,en
8596,Full text,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32014L0094(7-mar-18),03/09/2018,en
8595,Full text,http://orka.sejm.gov.pl/opinie8.nsf/nazwa/1722_u/$file/1722_u.pdf(9-mar-18),03/09/2018,en
1815,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1815.pdf,03/09/2018,en
8594,Full text,"http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/03/D2016000096101.pdf(7-mar-18),http://prawo.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WDU20160000961(7-mar-18)",03/09/2018,en
8471,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8471_1.pdf,03/09/2018,en
8471,Full text - part 2,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8471_2.pdf,03/09/2018,en
8591,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8591.pdf,03/09/2018,en
1591,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1591.pdf,03/09/2018,en
8589,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8589.pdf,03/09/2018,en
8588,Full text,"https://www.legifrance.gouv.fr/eli/loi/2017/12/30/CPAX1723900L/jo/texte/(7-mar-18),https://www.legifrance.gouv.fr/eli/loi/2017/12/28/CPAX1730321L/jo/texte(7-mar-18)",03/09/2018,en
4751,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/4751.pdf,03/09/2018,en
8587,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8587.pdf,03/09/2018,en
8585,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/LEY-20780_29-SEP-2014.pdf,29-aug-19,en
8518,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8518a.pdf,03/09/2018,en
8518,Full text - part 2,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8518b.pdf,03/09/2018,en
4353,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/4353.pdf,03/09/2018,en
8510,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8510.pdf,03/09/2018,en
8580,Full text,"http://rema.gov.rw/rema_doc/Laws/Itegeko%20rishya%20rya%20REMA.pdf(6-mar-18),http://www.lse.ac.uk/GranthamInstitute/rwanda-law-itegeko-rishya-rya-rema/(6-mar-18)",03/09/2018,en
1795,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1795.pdf,03/09/2018,en
8581,Full text,"http://prdrse4all.spc.int/node/4/content/federated-states-micronesia-environmental-protection-act-chapter-5-general-provisions(6-mar-18),http://prdrse4all.spc.int/system/files/environmental_protection_act_0.pdf(6-mar-18)",03/09/2018,en
4934,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/4934.pdf,03/09/2018,en
1779,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1779.pdf,03/09/2018,en
1780,#N/A,http://lex.uz/pages/getpage.aspx?lact_id=3303231(13-mar-18),03/09/2018,en
8575,Full text,"http://www.mapama.gob.es/es/cambio-climatico/temas/organismos-e-instituciones-implicados-en-la-lucha-contra-el-cambio-climatico-a-nivel-nacional/BOE-A-2011-20640_tcm7-188660.pdf(6-mar-18),http://www.mapama.gob.es/es/cambio-climatico/temas/organismos-e-instituciones-implicados-en-la-lucha-contra-el-cambio-climatico-a-nivel-nacional/comision-delegada-del-gobierno-para-el-cambio-climatico/default.aspx(6-mar-18)",03/09/2018,en
8573,Full text (pdf),"https://www.boe.es/diario_boe/txt.php?id=BOE-A-1998-3735(6-mar-18),https://www.boe.es/diario_boe/txt.php?id=BOE-A-2014-7290(6-mar-18),http://www.mapama.gob.es/es/cambio-climatico/temas/organismos-e-instituciones-implicados-en-la-lucha-contra-el-cambio-climatico-a-nivel-nacional/el-consejo-nacional-del-clima/default.aspx(6-mar-18)",03/09/2018,en
8573,Full text (pdf),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/1188_2001_Funciones_CjoNalClima.pdf,30-aug-19,en
8573,Full text (pdf),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/BOE_10jul14.pdf,30-aug-19,en
8572,Full text,"https://boe.es/buscar/doc.php?id=BOE-A-2001-6924&lang=ca(6-mar-18),https://www.boe.es/buscar/doc.php?id=BOE-A-2003-15019(6-mar-18),http://www.boe.es/buscar/doc.php?id=BOE-A-2004-11445(6-mar-18),http://www.boe.es/buscar/doc.php?id=BOE-A-2006-20267(6-mar-18),http://www.boe.es/diario_boe/txt.php?id=BOE-A-2016-10459(6-mar-18),https://www.boe.es/diario_boe/txt.php?id=BOE-A-2017-11984(6-mar-18)",03/09/2018,en
8571,Full text,"http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1516647740078&uri=CELEX:32013R1293(28-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/EU-life-CELEX3A32013R12933AEN3ATXT.pdf(28-feb-18)",03/09/2018,en
8570,Full text,"http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1516647740078&uri=CELEX:32013D1386(28-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/living-well-planet-EU-CELEX3A32013D13863AEN3ATXT.pdf(28-feb-18)",03/09/2018,en
8569,Full text,"http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1516634095318&uri=CELEX:32008R0106(28-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/labelling-office-EU-CELEX3A32008R01063AEN3ATXT.pdf(28-feb-18)",03/09/2018,en
8567,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8567.pdf,03/09/2018,en
8568,Full text,"http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32009D0300(28-feb-18),http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2018.010.01.0017.01.ENG&toc=OJ:L:2018:010:TOC(28-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/tv-ecolabel-eu-CELEX3A32018D00593AEN3ATXT.pdf(28-feb-18)",03/09/2018,en
8566,Full text,"http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1516634095318&uri=CELEX:32009R1222(28-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/tyres-energy-eff-EU-CELEX3A32009R12223AEN3ATXT.pdf(28-feb-18)",03/09/2018,en
8127,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8127.pdf,03/09/2018,en
1479,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1479.pdf,03/09/2018,en
8684,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8684.pdf,03/09/2018,en
8684,Full text - online version,https://www.ecologique-solidaire.gouv.fr/plan-hydrogene-outil-davenir-transition-energetique,03/09/2018,en
4356,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/4356.pdf,03/09/2018,en
1329,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1329.pdf,03/09/2018,en
8555,Full text,http://extwprlegs1.fao.org/docs/pdf/smr119781.pdf,03/09/2018,en
8555,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/SMR-environmental-code.pdf,03/09/2018,en
8273,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8273.pdf,03/09/2018,en
8554,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/SMR-econ-dvp-support.pdf,03/09/2018,en
8552,Full text,"http://www.almeezan.qa/LawPage.aspx?id=4114&language=en(12-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/QAT-Decree_30_2002_4114.pdf(12-feb-18)",03/09/2018,en
8551,Full text,"https://www.mdps.gov.qa/en/qnv1/pages/default.aspx(12-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/QAT-national-vision-2030_English_v2.pdf(12-feb-18)",03/09/2018,en
8550,Full text,"https://omanportal.gov.om/wps/wcm/connect/f5b459d2-584d-42a9-b766-f8f555567763/10Oil+and+Gas+Law+%28Royal+Decree+No.+4274%29.pdf?MOD=AJPERES(12-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/OMN-oil-and-gas-law.pdf(12-feb-18)",03/09/2018,en
8549,Full text,"http://www.gouvernement.lu/7018419/rapport_meo_Agenda2030.pdf(12-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUX-Agenda2030.pdf(12-feb-18)",03/09/2018,en
1684,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1684.pdf,03/09/2018,en
8638,Full text,http://www.paris21.org/sites/default/files/Comores%20SCA2D%202015_2019%20VF%20du%2030Nov2014.pdf(25 Apr 2018),03/09/2018,en
8546,Full text,"http://legilux.public.lu/eli/etat/leg/loi/1999/05/31/n1/jo(12-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUX-fond-protection-environment.pdf(12-feb-18)",03/09/2018,en
8545,Full text,"http://legilux.public.lu/eli/etat/leg/loi/2016/06/27/n7/jo(12-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUX-sustainable-agriculture.pdf(12-feb-18)",03/09/2018,en
8544,Full text,"http://legilux.public.lu/eli/etat/leg/loi/2017/12/15/a1097/jo(12-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUX-budget-2017.pdf(12-feb-18)",03/09/2018,en
8542,Full text,"http://legilux.public.lu/eli/etat/leg/loi/2015/06/19/n6/jo(12-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUX-NG-gas-market-law.pdf(12-feb-18)",03/09/2018,en
8541,Full text,"http://data.legilux.public.lu/file/eli-etat-leg-memorial-2015-119-fr-pdf.pdf(12-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUXelectricity-market-law.pdf(12-feb-18)",03/09/2018,en
8540,Full text,"http://extwprlegs1.fao.org/docs/pdf/oma98254E.pdf(12-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/OMN-environmental-law.pdf(12-feb-18)",03/09/2018,en
4805,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/4805.pdf,03/09/2018,en
8538,Full text,http://journaldemonaco.gouv.mc/Journaux/2017/Journal-8361/Loi-n-1.456-du-12-decembre-2017-portant-Code-de-l-environnement,03/09/2018,en
8538,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/MCO-environmental-code-JO-8.361_22-d̩cembre-2017.pdf,03/09/2018,en
8537,Full text,"http://legilux.public.lu/eli/etat/leg/loi/2012/09/13/n1/jo(12-feb-18),http://legilux.public.lu/eli/etat/leg/loi/2016/03/29/n7/jo(12-feb-18),http://data.legilux.public.lu/file/eli-etat-leg-memorial-2016-65-fr-pdf.pdf(12-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUXclimate-pact-municipalities.pdf(12-feb-18)",03/09/2018,en
8618,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/11/8618.pdf,21/11/2018,en
1704,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1704.pdf,03/09/2018,en
8670,Full text (PDF),http://www.greengrowthknowledge.org/sites/default/files/downloads/policy-database/ETHIOPIA%29%20Growth%20and%20Transformation%20Plan%20II%2C%20Vol%20I.%20%20%282015%2C16-2019%2C20%29.pdf,21-mar-2019,en
8531,Full text,"https://www.bahrain.bh/wps/wcm/connect/38f53f2f-9ad6-423d-9c96-2dbf17810c94/Vision%2B2030%2BEnglish%2B%28low%2Bresolution%29.pdf?MOD=AJPERES(9-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/BHRVision2030Englishlowresolution.pdf(9-feb-18)",03/09/2018,en
8611,Full text,http://zasag.mn/en/news/khotolbor(12-mar-18),03/09/2018,en
8669,Full text (PDF) (Vision 2030),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/8879.pdf,15-7-19,en
8669,Full text (PDF) (National Development Plan 2017-2021 - French),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/8869-2.pdf,15-7-19,en
8592,Full text,"https://rse.cgem.ma/upload/strategie-nationale-de-developpement-durable-2015-2020.pdf(7-mar-18),http://www.4c.ma/medias/synthese-sndd_fr.pdf(7-mar-18),http://www.environnement.gov.ma/PDFs/publication/Rapport_Strat̩gie_Nationale_DD_juin2017_Mai%202017_Web.pdf(7-mar-18)",03/09/2018,en
8527,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/PRKlaw-on-medium-and-small-power-plant-2007.pdf(7-feb-18),03/09/2018,en
8528,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/law-on-renewable-energy.pdf(7-feb-18),03/09/2018,en
8526,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/PRKlaw-on-environment-protection.pdf(7-feb-18),03/09/2018,en
8523,Full text,"http://www.nvebs.com/wp-content/uploads/2016/03/Elektriciteitswet-2016-zoals-goedgekeurd-door-DNA-dd-1-maart-2016.pdf(5-Feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/SURelectricityact16.pdf(5-Feb-18)",03/09/2018,en
8525,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/PRKlaw-on-electric-power.pdf(7-feb-18),03/09/2018,en
8524,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/law-on-air-pollution-protection-2012.pdf(7-feb-18),03/09/2018,en
8522,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8522.pdf,03/09/2018,en
8520,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8520.pdf,03/09/2018,en
8643,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/05/Plan-de-r̩novation-̩nerg̩tique_FRA.pdf,03/09/2018,en
8517,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8517.pdf,03/09/2018,en
8459,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8459.pdf,03/09/2018,en
8514,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8514.pdf,03/09/2018,en
8553,Full text,"https://www.consigliograndeegenerale.sm/contents/instance18/files/document/23711leggi_7321.pdf(12-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/SMR-energy-efficiency.pdf",03/09/2018,en
8553,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/SMR-ee-and-r-amdmt-1.pdf,03/09/2018,en
8553,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/SMR-ee-and-r-law-2014.pdf,03/09/2018,en
8553,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/SMR-ee-and-r-amdmt-2.pdf,03/09/2018,en
8553,Full text,"http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/SMR-ee-and-r-amdmt-3.pdf(12-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/SMR-ee-and-r-amdmt-4.pdf",03/09/2018,en
8553,Full text,https://www.consigliograndeegenerale.sm/on-line/home/in-evidenza-in-home-page/scheda17136166.html,03/09/2018,en
8639,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/04/Enhancing_the_Penetration_of_Non_Programmable_RES_Generation.pdf(29-apr-18),03/09/2018,en
4375,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/4375.pdf,03/09/2018,en
8509,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8509.pdf,03/09/2018,en
8634,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/04/COK-NSDP-2016-2020.pdf(29-apr-18),03/09/2018,en
8633,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/04/Niue-Agriculture-Sector-Plan-2015-19.pdf(29-apr-18),03/09/2018,en
8508,Full text,http://extwprlegs1.fao.org/docs/pdf/stk3651.pdf(3-Feb-18),03/09/2018,en
8506,Full text,"http://www.justiceservices.gov.mt/DownloadDocument.aspx?app=lp&itemid=26275&l=1(3-feb-18),http://downloads.rews.org.mt/files/0c067b7c-6f87-48be-8cfd-8577294eda24_2a5dc596-015b-4945-8c33-7b8fca79e4e2.pdf(3-feb-18),http://justiceservices.gov.mt/DownloadDocument.aspx?app=lp&itemid=27037&l=1(3-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/MLT-FiT1.pdf(3-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/MLT-FiT.pdf(3-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/MLT-FiT3.pdf(3-feb-18)",03/09/2018,en
8503,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8503.pdf,03/09/2018,en
8504,Full text,"http://msdec.gov.mt/en/decc/Documents/environment/National%20Environment%20Policy.pdf(3-Feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/MLTNational-Environment-Policy.pdf(3-Feb-18)",03/09/2018,en
8548,Full text,"http://www.mt.public.lu/planification_mobilite/1strategie_modu/Strategie_pour_une_mobilite_durable_Version_integrale_MODU.pdf(12-feb-18),http://www.mt.public.lu/planification_mobilite/1strategie_modu/index.html(12-feb-18),",03/09/2018,en
1626,English summary,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1626Englishsummary.pdf,03/09/2018,en
1626,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1626.pdf,03/09/2018,en
8535,Full text,"http://extwprlegs1.fao.org/docs/pdf/leb149670.pdf(9-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LBN-agriculture-strategy.pdf(9-feb-18)",03/09/2018,en
8530,Full text,"http://www.sce.gov.bh/en/NationalStrategyforEnvironment?cms=iQRpheuphYtJ6pyXUGiNqkP7woZPUrlc(9-feb-18),http://www.sce.gov.bh/Media/Documents/Startegy/Environment%20National%20Startegy-%202006.pdf(9-feb-18),",03/09/2018,en
8494,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8494.pdf,03/09/2018,en
4435,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/4435.pdf,03/09/2018,en
8493,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8493.pdf,03/09/2018,en
8629,Full text,https://www.preventionweb.net/files/28164_nnsp200920132.pdf(29-apr-18),03/09/2018,en
8491,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8491.pdf,03/09/2018,en
8511,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8511.pdf,03/09/2018,en
8489,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8489.pdf,03/09/2018,en
8488,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8488a.pdf,03/09/2018,en
8488,Full text - part 2,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8488b.pdf,03/09/2018,en
8502,Full text,"http://www.transport.gov.mt/admin/uploads/media-library/files/National%20Strategy%20for%20the%20Introduction%20of%20Electromobility.pdf(3-Feb-18),http://www.transport.gov.mt/admin/uploads/media-library/files/The%20Malta%20National%20Electromobility%20Action%20Plan.pdf(3-Feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/MLTNational-Strategy-for-the-Introduction-of-Electromobility.pdf(3-Feb-18)",03/09/2018,en
8484,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8484.pdf,03/09/2018,en
8486,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8486.pdf,03/09/2018,en
1592,Full text - English,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1592English.pdf,03/09/2018,en
1592,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1592Russian.pdf,03/09/2018,en
8483,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8483.pdf,03/09/2018,en
8610,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8610.pdf,03/09/2018,en
8481,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8481.pdf,03/09/2018,en
8480,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8480.pdf,03/09/2018,en
8479,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8479.pdf,03/09/2018,en
8499,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8499.pdf,03/09/2018,en
8501,Full text,"https://www.gov.mt/en/Government/Publications/Documents/MSDEC/National%20Climate%20Change%20MITIGATION%20Strategy.pdf(3-Feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/MLTNational-Climate-Change-MITIGATION-Strategy.pdf(3-Feb-18)",03/09/2018,en
1180,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1180.pdf,03/09/2018,en
8496,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8496.pdf,03/09/2018,en
8532,Full text,"http://extwprlegs1.fao.org/docs/pdf/leb163865.pdf(9-feb-18),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LBNforestprogram.pdf(9-feb-18)",03/09/2018,en
1619,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1619.pdf,03/09/2018,en
8477,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8477.pdf,03/09/2018,en
8475,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8475.pdf,03/09/2018,en
1602,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1602.pdf,03/09/2018,en
8474,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8474.pdf,03/09/2018,en
8609,Full text,http://yourbudgit.com/wp-content/uploads/2017/03/Economic-Recovery-Growth-Plan-2017-2020.pdf(7-mar-18),03/09/2018,en
8473,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8473.pdf,03/09/2018,en
8472,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8472.pdf,03/09/2018,en
8464,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8464.pdf,03/09/2018,en
8469,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8469.pdf,03/09/2018,en
8463,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8463.pdf,03/09/2018,en
8604,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8604.pdf,03/09/2018,en
4732,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/4732.pdf,03/09/2018,en
8468,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8468.pdf,03/09/2018,en
8461,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8461.pdf,03/09/2018,en
8461,Full text (armenian),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/10/8461_arm.pdf,2-oct-18,en
8466,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8466.pdf,03/09/2018,en
8462,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8462.pdf,03/09/2018,en
8458,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8458.pdf,03/09/2018,en
8452,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8452.pdf,03/09/2018,en
8453,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8453.pdf,03/09/2018,en
8451,Full text,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/8451.pdf,03/09/2018,en
