"Id","Company id","Company","Assessment date","Publication date","Last reported year","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Assumptions","CP alignment 2050","CP alignment 2025","CP alignment 2035","Region","CP regional alignment 2025","CP regional alignment 2035","CP regional alignment 2050"
,"1022","China National Building Materials","20/12/2019","2020-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"China National Building Materials has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","No Disclosure",,,,,,
,"1115","Boral","20/12/2019","2020-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.","No Disclosure",,,,,,
,"1040","Adelaide Brighton","20/12/2019","2020-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adelaide Brighton has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","No Disclosure",,,,,,
,"1134","Nisshin Steel","20/12/2019","2020-02","2018","2.4","2.37","2.36","2.35","2.43","2.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TPI has not made any further assumptions in order to project this companyís Carbon Performance.","Not Aligned",,,,,,
,"1286","Alumina","20/12/2019","2020-02","2018","21.27","20.7","19.9","19.41","17.06","17.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TPI has not made any further assumptions in order to project this companyís Carbon Performance.","Not Aligned",,,,,,
,"1092","Bluescope Steel","20/12/2019","2020-02","2018","2.1","2.04","1.82","1.68","1.66","1.64","1.625896667","1.611793333","1.59769","1.583586667","1.569483333","1.55538","1.541276667","1.527173333","1.51307","1.498966667","1.484863333","1.47076",,,,,,,,,,,,,,,,,,,,,"TPI has not made any further assumptions in order to project this companyís Carbon Performance.","Paris Pledges",,,,,,
,"1497","Mitsui & Co","20/12/2019","2020-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.","Not Assessed",,,,,,
,"1106","JFE Holdings","20/12/2019","2020-02","2018","2.073247297","2.058368495","2.077850877","2.028083896","2.055867885","2.093120487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JFE Holdings has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not Aligned",,,,,,
,"1288","China Zhongwang","20/12/2019","2020-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.","Not Assessed",,,,,,
,"1290","Norsk Hydro","20/12/2019","2020-02","2018","3.306230218","3.446921084","3.36947713","3.325620713","3.307644373","3.321617094","3.232887954","3.144158813","3.055429673","2.966700533","2.877971392","2.789242252","2.700513112","2.588547633","2.476582155","2.364616676","2.252651198","2.140685719",,,,,,,,,,,,,,,,,,,,,"The company has set targets to reduce its absolute emissions. To calculate this companyís targeted emissions intensity, TPI has assumed that: The companyís aluminium production grows according to the global growth rate projected in the IEAís Energy Technology Perspectives model ëReference Technologyí scenario. Norsk Hydro has a net zero emissions target for 2020. TPI does not consider this target, as it includes avoided emissions.","Below 2 Degrees",,,,,,
,"1287","Chalco","20/12/2019","2020-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.","No Disclosure",,,,,,
,"1189","South32 (Aluminium)","20/12/2019","2020-02","2018",,,,,,"16.18548885","16.05201921","15.91854956","15.78507992","15.65161028","15.51814064","15.38467099","15.25120135","15.11773171","14.98426207","14.85079242","14.71732278","14.58385314",,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPIís methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.","Not Aligned",,,,,,
,"1170","Rio Tinto (Aluminium)","20/12/2019","2020-02","2018",,,,,,"5.235415237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TPI has not made any further assumptions in order to project this companyís Carbon Performance. The company discloses emissions targets, but these refer to the company as a whole and not to aluminium activities specifically.","Not Aligned",,,,,,
,"1112","Kobe Steel","20/12/2019","2020-02","2018","2.328947368","2.36","2.346666667","2.361111111","2.32","2.315484805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kobe has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not Aligned",,,,,,
,"1230","Voestalpine","20/12/2019","2020-02","2018",,,,,"1.867321867","1.957940537","1.952181888","1.946423239","1.940664591","1.934905942","1.929147293","1.923388645","1.917629996","1.911871348","1.906112699","1.90035405","1.894595402","1.888836753",,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPIís methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this companyís Carbon Performance.","Not Aligned",,,,,,
,"1197","Shandong Chenming","20/12/2019","2020-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.","No Disclosure",,,,,,
,"1209","Tenaris","20/12/2019","2020-02","2018","0.9","0.87","0.91","0.85","0.82","0.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tenaris has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Below 2 Degrees",,,,,,
,"1007","Nippon Steel","20/12/2019","2020-02","2018","2.24","2.0","2.02","1.99","2.01","2.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nippon Steel & Sumitomo Metal has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not Aligned",,,,,,
,"1198","Sumitomo Osaka Cement","20/12/2019","2020-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.","No Disclosure",,,,,,
,"1168","Lee & Man Paper Manufacturing","20/12/2019","2020-02","2018",,,,,,"0.763358779",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TPI has not made any further assumptions in order to project this companyís Carbon Performance.","Not Aligned",,,,,,
,"1178","Nine Dragons Paper Industries","20/12/2019","2020-02","2018",,,,,"0.9722","0.9339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nine Dragons Paper Industries has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not Aligned",,,,,,
,"1292","UACJ","20/12/2019","2020-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.","Not Assessed",,,,,,
,"1052","Honda","07/11/2019","2019-12","2018","149.3912","143.5896","140.6888","139.9636","137.2441","134.3433","130.62665","126.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Honda has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.","Not Aligned",,,,,,
,"1318","COSCO Shipping Holdings","07/11/2019","2019-12","2018",,,,,"8.1","8.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TPI's Carbon Performance assessment is based on emissions data disclosed by COSCO Shipping Lines Co Ltd, a 100% subsidiary of COSCO Shipping Holdings. The assessment excludes Orient Overseas International Limited, which was acquired by COSCO Shipping Holdings in July 2018. COSCO Shipping Lines discloses an emissions intensity using an activity measure and emissions figure that is consistent with TPI’s methodology for this sector. COSCO Shipping Lines does not disclose sufficient data on quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.","International Pledges",,,,,,
,"1125","AP Moller – Maersk","07/11/2019","2019-12","2018",,,,"4.5","4.4","4.3","4.2","4.1","4.0","3.8","3.7","3.6","3.5","3.4","3.3","3.1","3.0","2.9",,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector.  The carbon intensity has been recalculated according to TPI methodology. TPI assumes that carbon intensity reported in the company's CDP Climate Change Response takes precedence over the fuel efficiency data reported in the company's Annual Report.","Below 2 Degrees",,,,,,
,"1314","MOL","07/11/2019","2019-12","2018",,"6.2","6.0","6.1","6.1","6.0","5.9","5.8","5.7","5.6","5.5","5.4","5.2","5.1","5.0","4.9","4.8","4.7",,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and emissions figure that is consistent with TPI’s methodology for this sector. Based on the information disclosed, it is assumed that the company's reported intensity for 2018 excludes emissions and activity data for vessels chartered out to the ONE joint venture.","Below 2 Degrees",,,,,,
,"1315","NYK Line","07/11/2019","2019-12","2017",,,"6.3","6.6","6.2","5.9","5.7","5.6","5.5","5.4","5.2","5.1","5.0","4.9","4.8","4.6","4.5","4.4",,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and emissions figure that is consistent with TPI’s methodology for this sector. Based on the information disclosed, it is assumed that the company's reported intensity for 2018 excludes emissions and activity data for vessels chartered out to the ONE joint venture.","Below 2 Degrees",,,,,,
,"1326","COSCO Shipping Energy","07/11/2019","2019-12","2018",,,,,"3.7","3.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity using an activity measure and emissions figure that is consistent with TPI’s methodology for this sector. It is assumed that the reference to 'miles' in the reported carbon intensity is 'nautical miles'. The company does not disclose sufficient data on quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.","Below 2 Degrees",,,,,,
,"1319","K Line","07/11/2019","2019-12","2018",,"6.0","5.8","5.7","6.0","5.8","5.8","5.7","5.7","5.6","5.5","5.5","5.4","5.3","5.3","5.2","5.2","5.1",,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and emissions figure that is consistent with TPI’s methodology for this sector. The company's reported intensity for 2018 includes emissions and activity data for vessels chartered out to the ONE joint venture. TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Below 2 Degrees",,,,,,
,"1002","Brilliance","07/11/2019","2019-12","2018","174.285215422078","170.522784463115","168.113925547762","160.54239169122","152.398841347846","142.748588099422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brilliance has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not Aligned",,,,,,
,"1087","Subaru","07/11/2019","2019-12","2017","158.762188692437","159.705451304485","156.923055508085","158.464401043084","156.434858705562",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Subaru has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not Aligned",,,,,,
,"1090","Suzuki","07/11/2019","2019-12","2018","114.560541114564","111.800271723476","109.751525043452","108.269756256866","107.391098567487","106.579577864776","105.542473302665","104.279784881154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suzuki has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.","Paris Pledges",,,,,,
,"1097","Toyota","07/11/2019","2019-12","2017","142.057538913104","135.978132565016","134.03067252118","131.644007814661","126.186013511836","122.557666857771","118.929320203706","115.30097354964","113.379290657146","111.457607764652","109.535924872158","107.614241979664","105.69255908717","103.770876194676","101.849193302182","99.9275104096884","98.0058275171944","96.0841446247004",,,,,,,,,,,,,,,,,,,,,"Toyota has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.","Paris Pledges",,,,,,
,"1006","Ferrari","07/11/2019","2019-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferrari has not disclosed sufficient current emissions data nor any quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","No Disclosure",,,,,,
,"1009","Fiat Chrysler","07/11/2019","2019-12","2017","174.386820678857","181.812168840364","170.391345191363","175.862438069861","172.943160938316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fiat Chrysler has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not Aligned",,,,,,
,"1029","Geely","07/11/2019","2019-12","2017","154.578599795615","151.567391458099","146.757500833323","125.316739633162","124.180509319795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geely has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not Aligned",,,,,,
,"1076","Mazda","07/11/2019","2019-12","2017","142.66242674075","137.550620756171","137.252805399574","137.187162201129","142.156925140147","137.54462356609","132.932321992033","128.320020417976","123.707718843918","119.095417269861","114.483115695804","109.870814121747","105.25851254769","100.646210973633","96.0339093995757","91.4216078255186","86.8093062514614","82.1970046774043",,,,,,,,,,,,,,,,,,,,,"Mazda has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
- Both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target.","Paris Pledges",,,,,,
,"1077","Mitsubishi","07/11/2019","2019-12","2017","150.500762668168","143.639598463364","138.597143145043","149.31931423008","146.307488914725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitsubishi has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not Aligned",,,,,,
,"1080","Nissan","07/11/2019","2019-12","2017","143.950158269321","141.446361529729","140.274440331992","141.049858964351","139.98121946895","136.562883905404","133.144548341858","129.726212778313","126.307877214767","125.4","121.981664436454","118.563328872909","115.144993309363","111.726657745818","108.308322182272","104.889986618727","101.471651055181","95.5428571428572",,,,,,,,,,,,,,,,,,,,,"Nissan has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.","Paris Pledges",,,,,,
,"1175","SAIC motor","07/11/2019","2019-12","2018","170.091779143999","167.252090978434","162.521644804566","157.252566950509","150.266909460982","148.395923470928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SAIC Motors has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.","Not Aligned",,,,,,
,"1267","Air China","07/11/2019","2019-12","2018",,"592.0","598.0","570.0","568.0","566.0","570.0","574.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Not Aligned",,,,,,
,"1269","ANA Group","07/11/2019","2019-12","2018",,"660.0","662.0","638.0","620.0","614.0","629.0","644.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance. TPI’s intensity calculation excludes emissions and passenger traffic data for ANA's low cost carrier operations.","Not Aligned",,,,,,
,"1270","China Southern","07/11/2019","2019-12","2018",,"630.0","625.0","620.0","601.0","580.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has no quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.","Not Aligned",,,,,,
,"1275","Japan Airlines","07/11/2019","2019-12","2017",,"755.0","725.0","728.0","712.0","697.0","682.0","667.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI assumes that JAL's jet fuel emissions and passenger traffic figures (which include codeshare tickets from FY2015/16 onwards) are reported on a consistent basis for each year. It is also assumed that the company's disclosed freight activity is expressed in metric tonnes.","Not Aligned",,,,,,
,"1116","Qantas","07/11/2019","2019-12","2018",,"662.0","651.0","651.0","636.0","622.0","602.0","583.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Not Aligned",,,,,,
,"1027","Chubu Electric Power","02/08/2019","2019-09","2017","0.507","0.489","0.492","0.498","0.477","0.468","0.46","0.452","0.444","0.436","0.428","0.419","0.411","0.403","0.395","0.387","0.379","0.37",,,,,,,,,,,,,,,,,,,,,"The company discloses a target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Paris Pledges",,,,,,
,"1307","Kyushu Elec Power","02/08/2019","2019-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.","No Disclosure",,,,,,
,"1300","Kansai Elec Power","02/08/2019","2019-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed data on current emissions nor quantitative emissions reduction targets in a way which TPI can use to estimate current or future Carbon Performance.","No Disclosure",,,,,,
,"1023","China Petroleum & Chemical","12/07/2019","2019-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.","No Disclosure",,,,,,
,"1063","Enel","12/07/2019","2019-09","2018","0.396","0.395","0.409","0.395","0.411","0.369","0.36","0.35","0.345","0.332","0.319","0.307","0.294","0.281","0.268","0.256","0.243","0.23",,,,,,,,,,,,,,,,,,,,,"TPI has not made any further assumptions in order to project this company’s Carbon Performance.","2 Degrees",,,,,,
,"1310","Electric Power Development","02/08/2019","2019-09","2017",,,"0.666","0.667","0.672","0.652","0.632","0.612","0.591","0.571","0.551","0.531","0.511","0.491","0.471","0.45","0.43","0.41",,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Not Aligned",,,,,,
,"1311","Chugoku","02/08/2019","2019-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.","No Disclosure",,,,,,
,"1239","Woodside Petroleum","12/07/2019","2019-09","2018",,"65.288","65.472","64.705","65.301","64.735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.","Not Aligned",,,,,,
,"1031","CNOOC","12/07/2019","2019-09","2018",,,,"73.538","73.747","73.222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.","Not Aligned",,,,,,
,"1146","Origin Energy","12/07/2019","2019-09","2017","0.77","0.77","0.81","0.79","0.83","0.797","0.764","0.732","0.699","0.666","0.633","0.6","0.568","0.535","0.502","0.469","0.436","0.404",,,,,,,,,,,,,,,,,,,,,"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: - The company’s regional electricity generation grows according to the regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.","Not Aligned",,,,,,
,"1147","Orsted","02/08/2019","2019-09","2018",,,"0.38","0.368","0.234","0.198","0.174","0.151","0.111","0.07","0.03","0.023","0.015",,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Below 2 Degrees",,,,,,
,"1313","PGE","12/07/2019","2019-09","2018","0.98","0.98","0.96","0.95","0.93","0.88","0.865","0.85","0.836","0.822","0.808","0.794","0.78",,,,,,,,,,,,,,,,,,,,,,,,,,"TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Not Aligned",,,,,,
,"1301","TEPCO","02/08/2019","2019-09","2017",,,"0.437","0.444","0.428","0.422","0.415","0.408","0.402","0.395","0.389","0.382","0.376","0.369","0.362","0.356","0.349","0.343",,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Paris Pledges",,,,,,
,"1302","Terna","02/08/2019","2019-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.","Not Assessed",,,,,,
,"1057","Ecopetrol","12/07/2019","2019-09","2017",,,"76.363","77.73","78.998","78.861","78.724","78.587","78.45","78.313","78.176","78.038","77.901","77.764","77.627","77.49","77.353","77.216",,,,,,,,,,,,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Not Aligned",,,,,,
,"1065","Eni","12/07/2019","2019-09","2018",,"65.493","64.475","64.549","64.958","64.887","64.607","64.326","64.046","63.766","63.486","63.205","62.925","62.645","62.365","62.084","61.804","61.524",,,,,,,,,,,,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Not Aligned",,,,,,
,"1194","Equinor","12/07/2019","2019-09","2018",,"70.293","70.644","70.33","69.992","69.966","69.966","69.966","69.948","69.93","69.913","69.895","69.878","69.86","69.842","69.825","69.807","69.79",,,,,,,,,,,,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Not Aligned",,,,,,
,"1108","Eneos (Oil & Gas)","12/07/2019","2019-09","2016",,"83.564","83.494","83.083","82.596","82.109","81.622","81.136","80.649","80.162","79.675","79.188","78.701","78.214","77.727","77.24","76.753","76.266",,,,,,,,,,,,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Not Aligned",,,,,,
,"1145","OMV","12/07/2019","2019-09","2018",,,,,"75.22","73.415","73.332","73.249","73.166","73.083","73.0","72.917","72.834",,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.","Not Aligned",,,,,,
,"1154","Petrochina","12/07/2019","2019-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.","No Disclosure",,,,,,
,"1304","Tohoku Elec Power","02/08/2019","2019-09","2017",,,,"0.497","0.499","0.486","0.474","0.461","0.448","0.436","0.423","0.411","0.398","0.386","0.373","0.36","0.348","0.335",,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Paris Pledges",,,,,,
,"1294","AGL Energy","12/07/2019","2019-09","2017","0.964","0.958","0.95","0.966","0.957","0.941","0.925","0.91","0.894","0.878","0.862",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Not Aligned",,,,,,
,"1312","China Resources Power","02/08/2019","2019-09","2017",,,,,"0.681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.","Not Aligned",,,,,,
,"1287","Chalco","12/12/2018","2019-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.","No Disclosure",,,,,,
,"1270","China Southern","04/01/2019","2019-02","2017",,"114.0","112.0","112.0","108.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has no quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.","Not Aligned",,,,,,
,"1269","ANA Group","04/01/2019","2019-02","2017",,"137.0","134.0","132.0","128.0","130.0","132.0","133.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Not Aligned",,,,,,
,"1267","Air China","04/01/2019","2019-02","2017",,"111.0","112.0","111.0","107.0","107.0","107.0","108.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.","Not Aligned",,,,,,
,"1286","Alumina","19/12/2018","2019-02","2017","21.27","20.7","19.9","19.41","17.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TPI has not made any further assumptions in order to project this company’s Carbon Performance. The company has not set targets to reduce its emissions intensity. 
Despite Alumina itself not setting targets, AWAC, of which Alumina owns 40%, does have targets in place.","Not Aligned",,,,,,
