"Id","Title","Document type","Geography iso","Geography","Jurisdiction iso","Jurisdiction","Sector","Citation reference number","Summary","Keywords","At issue","Visibility status","Legislation ids"
128,"Urgenda Foundation v. State of the Netherlands","Administrative Case","NLD","Netherlands","NLD","Netherlands",,"[2015] HAZA C/09/00456689","<table border=""0"" width=""121"" cellspacing=""0"" cellpadding=""0""><colgroup> <col width=""121"" /></colgroup>
<tbody>
<tr>
<td class=""xl66"" width=""121"" height=""20"">A Dutch environmental group, the Urgenda Foundation, and 900 Dutch citizens sued the Dutch government to require it to do more to prevent global climate change. The court in the Hague ordered the Dutch state to limit GHG emissions to 25% below 1990 levels by 2020, finding the government’s existing pledge to reduce emissions 17% insufficient to meet the state’s fair contribution toward the UN goal of keeping global temperature increases within two degrees Celsius of pre-industrial conditions. The court concluded that the state has a duty to take climate change mitigation measures due to the “severity of the consequences of climate change and the great risk of climate change occurring.” In reaching this conclusion, the court cited (without directly applying) Article 21 of the Dutch Constitution; EU emissions reduction targets; principles under the European Convention on Human Rights; the “no harm” principle of international law; the doctrine of hazardous negligence; the principle of fairness, the precautionary principle, and the sustainability principle embodied in the UN Framework Convention on Climate Change; and the principle of a high protection level, the precautionary principle, and the prevention principle embodied in the European climate policy. The court did not specify how the government should meet the reduction mandate, but offered several suggestions, including emissions trading or tax measures. This is the first decision by any court in the world ordering states to limit greenhouse gas emissions for reasons other than statutory mandates.

The Dutch government submitted 29 grounds of appeal. Urgenda submitted a cross-appeal, contesting the court’s decision that Urgenda cannot directly invoke Articles 2 & 8 of the ECHR in these proceedings.

On Oct 9, 2018, the Hague Court of Appeal upheld the District Court's ruling, concluding that by failing to reduce greenhouse gas emissions by at least 25% by end-2020, the Dutch government is acting unlawfully in contravention of its duty of care under Articles 2 and 8 of the ECHR. The court recognized Urgenda’s claim under Article 2 of the ECHR, which protects a right to life, and Article 8 of the ECHR, which protects the right to private life, family life, home, and correspondence. The court determined that the Dutch government has an obligation under the ECHR to protect these rights from the real threat of climate change. The court rejected the government’s argument that the lower court decision constitutes “an order to create legislation” or violation of trias politica and the role of courts under the Dutch constitution. In response to these appeals, the court affirms its obligation to apply provisions with direct effect of treaties to which the Netherlands is party, including Articles 2 and 8 of the ECHR. Further, the court found nothing in Article 193 of the Treaty on the Functioning of the European Union that prohibits a member state from taking more ambitious climate action than the E.U. as a whole, nor that adaptation measures can compensate for the government’s duty of care to mitigate greenhouse gas emissions, nor that the global nature of the problem excuses the Dutch government from action.</td>
</tr>
</tbody>
</table>","government, Urgenda, Netherlands, climate change","Seeking declaratory judgment and injunction to compel the Dutch government to reduce GHG emissions","Draft",
127,"Environment-People-Law v. Cabinet of Ministers of Ukraine and National Agency of Environmental Investments (Lviv Circuit Admin. Court, 2009)","Administrative Case","UKR","Ukraine","UKR","Ukraine",,"[no citation available]","In October 2009, the Ukrainian public interest organization Environment-People-Law (EPL) filed suit against the government, seeking to compel the dissemination of information on international greenhouse gas emissions trading.  EPL specifically seeks information regarding an agreement between Ukraine and Japan, where the Japanese government agreed to buy 30 million tons of carbon offsets from the Ukrainian government.  EPL contends that both the Aarhus Convention and the Constitution of Ukraine compels public access to the information.",,"Sought access to government information on greenhouse gas emissions trading","Draft",
126,"Environment-People-Law v. Ministry of Environmental Protection (Commercial Court of Lviv, 2008)","Administrative Case","UKR","Ukraine","UKR","Ukraine",,"[no citation available]","<table width=""101"">
<tbody>
<tr>
<td width=""101"">The Ukrainian public interest organization Environment-People-Law (EPL) sought to compel the Ministry of Environmental Protection to develop a climate change policy for Ukraine; work towards fulfilling its climate change obligations under the United Nations Framework Convention on Climate Change (UNFCCC), the Kyoto Protocol and the National Plan; and raise public awareness on climate change issues. EPL alleged the Ministry's inaction violated of the following legal acts: Constitution of Ukraine; Law of Ukraine ""On international treaties of Ukraine""; the Presidential Decree on the coordinator of measures on fulfilment of obligations of Ukraine in accordance with the UNFCCC and the KP; the National Action Plan on realization of provisions of the KP; and the Presidential Decree on bringing into force the decision of National Security and Defence Council of Ukraine from 15 of June 2007 “On state and problems on implementation of United Nations Framework Convention on Climate Change by Ukraine”.

On July 22, 2008, the Commercial Court of Lviv Region ruled a decision in favour of EPL. The Ministry of Environmental Protection filed an appeal and on February 2, 2010  the decision of the court of the first instance was reversed. The Panel of Judges agreed with the position of the defendant that because of a lack of funds there was no possibility to finance appropriate works towards fulfilment of obligations on climate change in accordance with national and international legislation.</td>
</tr>
</tbody>
</table>",,"Sought to compel government action on national greenhouse gas reductions","Draft",
125,"R. on the application of Tate & Lyle Industries Ltd v. Secretary of State for Energy and Climate Change (Court of Appeal, 2011)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2010] EWHC 2752","Tate & Lyle requested judicial review of their allocation of 1.0 Renewables Obligations Certificates  (ROC) for the use of co-firing of biomass with combined heat power (CHP) arguing that they should have received 1.5 ROC. Prior to suit, the Secretary of State for Energy and Climate Change had discovered an error in its prediction of costs of co-firing of biomass with CHP, but after assessment, determined that the original allocation was appropriate. Tate & Lyle alleged that the Secretary’s methodology in making this determination was unfair and discriminated against the technology. The High Court of Justice found that the government’s allocation was reasonable. 

On appeal, Tate & Lyle alleged that the Secretary should have only updated the cost information when recalculating its allocation. The Court of Appeals found that it was reasonable for the Secretary to incorporate updated data for other aspects of the calculation and dismissed the application.",,"Challenge allocation of renewable energy subsidy claiming unfair and discriminatory","Draft",
124,"Regina v. Dosanjh  (Court of Appeal, 2014)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2013] EWCA Crim 2366","The defendants were involved in manipulation of the EU Emissions Trade Scheme, running companies that formed two artificial ‘trading chains’ through which the fraud was operated. They were convicted of the common law offense of conspiring to cheat the public revenue and sentenced to terms of imprisonment of 15 years, 11 years and 9 years, respectively. The defendants appealed the sentences, arguing that (1) it was wrong in principle to pass a sentence which was longer than the maximum penalty available for the equivalent statutory offences or for the cognate common law offence of conspiracy to defraud; and (2) the sentence of 15 years was, on the facts of the case, manifestly excessive. 

The court stated that Parliament had deliberately not decided the offense of cheating the revenue. Parliament had left the offense of conspiracy to cheat the public revenue from statutory charge, both in existence and the penalty at large, because it is of particular seriousness. In assessing whether or not the sentences were manifestly excessive, the court looked at previous decisions of the court and the draft guideline from the Sentencing Council, and noted that: cheating the revenue is a major drain on the public purse, and the defendants’ actions were a serious level of offending, with an enormous amount of planning. However, the court determined that those sentences were too high and reduced the sentences to 13 years, 10 years and 8 years.",,"Challenging criminal sentence for cheating the EU ETS","Draft",
123,"Allerdale Borough Council v. Cumbria Wind Farms Ltd. (Planning Inspector Decision, 2000)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2000] 15 P.A.D. 833","Cumbria Wind Farms Ltd. appealed local council decision refusing planning permission for the erection of six wind turbines near a national park.  The Planning Inspector affirmed the local council’s decision, concluding that the adverse visual effects in this particular case outweigh the need for renewable energy.  Although the proposal tangibly contributes to the government’s targets for renewable energy production and for the reduction in the emission of greenhouse gases, its harm to the local landscape is unacceptable.",,"Appeal of local council decision denying planning permission for wind turbines","Draft",
122,"Armstrong DLW GmbH v. Winnington Networks Ltd (High Court of England and Wales, 2012, EWHC 10)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2012] EWHC 10","Under the EU Emissions Trading Scheme (EU ETS), European Union Allowances (EUAs) are now classified as intangible property under English law.  As a result of a fraudulent sale to Winnington of EUAs belonging to Armstrong, it was necessary to determine, among other things, their status under law.  To determine the status of EUAs, the Court applied a three-part test identified in Re Celtic Extraction.  In order for EUAs to be considered property, there must be statutory framework conferring an entitlement on their holder to an exemption from a fine, the “property” must be transferable under a statutory framework, and the “property” must have value.  The Court classified EUAs as intangible property at common law, as they satisfy the three prongs of the test, and determined that since EUAs may be subject to restitutionary claims, Armstrong was entitled to a money judgment.",,"To determine the legal status of  European Union Allowances (EUAs)  under English law.","Draft",
121,"Bard Campaign v. Secretary of State for Communities and Local Government (High Court of Justice Queen’s Bench Division, 2009)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2009] EWHC 308","Claimants opposed the designation of two locations as proposed “ecotowns.” These designations were part of a larger government campaign to establish a number of ecotowns as  exemplar green developments to serve as models of best practices in urban sustainability and climate change resilience. Claimants challenged the designations asserting that the designation process lacked sufficient public consultation, including a failure on the part of the government to provide adequate information and time for public involvement. The court found that the government’s approach to consultation was sufficient and dismissed the claim.",,"Challenge designation process for “ecotowns”","Draft",
120,"Barbone and Ross (on behalf of Stop Stansted Expansion) v. Secretary of State for Transport (Queen’s Bench Division, Administrative Court, 2009)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2009] EWHC 463","A United Kingdom court dismisses an application by the “Stop Stansted Expansion” group challenging the grant of planning permission relating to the increase in capacity of Stansted Airport under the Town and Country Planning Act 1990.  Plaintiffs claimed that the government had, inter alia, failed to take into account the project’s effects on greenhouse gas emissions prior to granting the planning permission.  However, the court held that the government had considered the impacts of the proposed development on climate change.  Although the government is committed to tackling the problem of climate change and reducing greenhouse gas emission across the economy, this does not mean that every sector is expected to follow the same path.",,"Citizen challenge to proposed airport expansion","Draft",
119,"Bellis v. Merthyr Tydfill County Borough Council (Planning Inspectorate, 2014)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2014] P.A.D. 50","A local planning authority in Wales denied an application to construct 3 wind turbine generators in a Historic Landscape Area, and the applicant appealed. The administrative court found that the proposed wind turbines would have a significantly detrimental effect on the historic landscape and would detract from the enjoyment of visitors to the area. The court also found, however, that the local community was involved in the development of the wind project and that the turbines would make an important contribution towards the United Kingdom’s efforts to combat climate change. After weighing these considerations and concluding that the emissions reductions benefits were outweighed by “the significant harm that would be caused to the historic landscape and visual amenity of the common,” the administrative court dismissed the appeal.",,"Proposed construction of wind turbines within a Historic Landscape Area","Draft",
118,"Bradford v. West Devon Borough Council (Planning Inspector Decision, 2007)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2007] P.A.D. 45","Farmers appealed the refusal of planning permission for two wind turbines.  The Planning Inspector affirmed the local council’s decision, citing the proposal’s adverse effects on surrounding landscapes and the residential amenities of nearby occupiers.  The Inspector acknowledged the importance of the need to combat global warming, but concluded that this policy goal must be balanced against visual and landscape concerns.  Even though the project would supply electricity to more than 1,200 homes and would generate significant revenues over its expected 25-year life span, these benefits, according to the Inspector, are outweighed by the unacceptable harm to the character and appearance of the distinctive local landscape.",,"Appeal of local council decision denying planning permission for wind turbines","Draft",
117,"Castletown Estates Ltd, Carmarthenshire County Council v. Welsh Ministers (United Kingdom, High Court of Justice Queen’s Bench Division, 2013)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2013] EWHC 3293","Claimants challenged the decision by the Welsh Ministers to refuse to grant a planning permit for a mixed-use redevelopment, alleging that the Ministers used inaccurate flood and development advice maps to assess the risk of flooding. At issue was the precautionary approach employed by the Minister to take into account climate change to assess future flood risks. The court found that the Minister’s determination that there were impermissible flood risks at the site was fair and reasonable. The application for appeal was dismissed.",,"Challenge planning permit denial","Draft",
116,"Cemex UK Cement Ltd v. Department for the Environment, Food and Rural Affairs (Queen’s Bench Division, Administrative Court, 2006)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2006] EWHC 3207","A United Kingdom court dismissed an action by a cement company, which asserted that a change in the commissioning rule during Phase II of the National Allocation Plan (NAP) seriously disadvantaged one of its plants,  violating the principle of equity. The court held that there was inevitably an element of ""rough justice"" in the commissioning rule and there is no reason for unusually protracted comissioning difficulties at an individual cement factory to be treated any differently from other difficulties such as marketing, labor or management maintenance problems.",,"Challenge to new commission rule under the United Kingdom National Allocation Plan","Draft",
115,"CF Partners (UK) LLP v. Barclays Bank PLC (High Court of Justice Chancery Division of the United Kingdom, 2014)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2014] EWHC 3049","CF Partners (UK) LLP (“CFP”) approached Barclays Bank PLC (“Barclays”) seeking financing and advice to enable CFP to acquire Tricorona AB (“Tricorona”), a company operating in the carbon credits market and holding a large portfolio of Certified Emissions Reductions (“CERs”). Subsequently, Barclays and Tricorona used information gained from their relationship with CFP to arrange for Barclays to acquire Tricorona. CFP brought suit against Barclays and Tricorona, seeking compensation for the defendants’ purported misuse of confidential information and breach of an exclusivity agreement. Based on evidence presented at trial, the court found that neither Barclays nor Tricorona owed an obligation of exclusivity to CFP at the relevant times. The court found, however, that CFP provided confidential information to Barclays and Tricorona regarding the value of Tricorona’s portfolio of CERs and that the defendants wrongfully used this information to their own advantage by arranging for Barclays to purchase Tricorona. The court held Barclays and Tricorona jointly liable for each other’s breaches of confidentiality and entered a judgment o f ten million pounds in compensatory damages.

Shortly after the opinion was issued, the parties reached a undisclosed settlement covering all outstanding matters including costs and appeals. Click here for an article regarding the settlement.",,"Seeking compensation for breach of equitable duties","Draft",
114,"Chelveston Renewable Energy Ltd v. Bedford Borough Council (Planning Inspector Decision, 2012)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2012] P.A.D. 39","Local residents challenged two proposals for the construction of wind turbines, arguing that the harms outweighed the economic or environmental benefits.  The Planning Inspector found that the proposals would provide significant benefits including renewable energy, reduced greenhouse gas emissions, and the potential to generate economic growth and create jobs. The Inspector found that these benefits clearly outweighed the limited harm to the landscape and heritage assets. To mitigate some of the visual impact and ensure adequate air safety, surface water drainage, etc., the Inspector attached certain conditions to construction.",,"Challenge proposed construction of wind turbines","Draft",
113,"City of Bradford Metropolitan Council v. Feather (Planning Inspector Decision, 1995)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[1995] 10 P.A.D. 267","A building and construction company appealed a local council failure to determine within the prescribed period an application for the erection of three wind turbine generators, an electrical sub-station, and cables at a quarry in Haworth, West Yorkshire.  On appeal, the Planning Inspector acknowledged the contribution that wind energy generation would make in this case to the national energy supply in achievement of national policies on renewable energy, but concluded that it could not outweigh the harm that the proposal would cause to the surrounding landscape.  The noise created by the turbines, though not a compelling objection on its own, added weighed against approval of the application.",,"Appeal of local council decision denying planning permission for wind turbines","Draft",
112,"City of Bradford Metropolitan Council v. Gillson & Sons (Planning Inspector Decision, 1995)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[1995] 10 P.A.D. 255","A building and construction company appealed a local council failure to determine within the prescribed period an application for permission to erect three wind turbines at a quarry in Haworth, West Yorkshire. On appeal, the Planning Inspector concluded that the contribution that 2,500 kW turbines would make to the national energy supply in achievement of national policies on renewable energy, though tangible, did not outweigh the serious harm the proposal would cause to the character and appearance of the surrounding landscape, particularly the Brow Moors, having regard to local planning policies.  The Inspector took particular note of the Moor’s importance in the national cultural history, due to their prominence in the writings of the Brontë family.",,"Appeal of local council decision denying planning permission for wind turbines","Draft",
111,"City of Bradford Metropolitan Council v. Woodhead & Sons Ltd. (Planning Inspector Decision, 1995)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[1995] 10 P.A.D. 243","A building and construction company appealed a local council failure to determine within a prescribed period an application for the erection of eight wind turbines.  On appeal, the Planning Inspector acknowledged that the production capacity of the turbines would provide a material contribution to the supply of renewable energy in accordance with government policy, but concluded that the proposal would unacceptably harm the surrounding landscapes and the living conditions of nearby residents.",,"Appeal of local council decision denying planning permission for wind turbines","Draft",
110,"Deutsche Bank AG v. Total Global Steel Ltd. (High Court of England and Wales, 2012 EWHC 1201)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2012] EWHC 1201","Deutsche Bank (DB) sued Total Global Steel (TGS) for breach of contract for the sale of Certified Emissions Reductions (CERs), instruments created under the Kyoto Protocol to measure and limit greenhouse gas emissions under the European Union Emissions Trading System (EUETS).  The CERs DB purchased from TGS had previously been “surrendered,” or used to demonstrate compliance with emissions limitation commitments.  The Court ordered TGS to pay damages to DB, since the European Commission had announced in January 2010 a check that prevented surrendered CERs from being used for compliance purposes; this check rendered the CERs purchased by DB worthless.",,"Dispute over sale of ‘surrendered’ Certified Emissions Reductions (CERs)","Draft",
109,"Goldfinch (Projects) Ltd. v. National Assembly for Wales (Queen’s Bench Division, 2002)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2002] EWHC 1275","Claimant appealed the denial of planning permit for a residential development where a similar proposed development was approved for the same property by the previous landowner. The inspector had denied the permit on the basis that: (1) the proposal did not conform with sustainable development objectives contained in new national guidance and local policies; and (2) the proposal did not sufficiently take into account increased flood risks due to climate change. The court found for the Claimant,  reasoning that the inspector had given too much weight to these issues and too little weight to the previous inspector’s rational for approving the permit.",,"Challenge denial of planning permit due to flood risks","Draft",
108,"Grainger Plc. & Others v. Mr T Nicholson (Employment Appeal Tribunal, 2010)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2010] ICR 360","Respondent company appealed the Employment Tribunal’s finding that the belief in climate change was a protected belief under the Employment Equality (Religion or Belief) Regulations 2003. Mr. Nicholson filed an employment discrimination claim alleging that his employer terminated him due to his belief in catastrophic climate change. He argued that his belief in climate change was covered under the regulation because his belief affected most aspects of his life, including how he traveled, what he bought and ate, and how he disposed of his waste. The Employment Appeal Tribunal dismissed the appeal reasoning that a belief is not excluded from coverage just because it is political or based on science rather than religion.",,"Challenge employment tribunal finding that belief in climate change falls under employment regulations","Draft",
107,"Greenpeace v. Secretary of State for Trade and Industry, (Queen’s Bench Division, Administrative Court, 2007)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2007] EWHC 311","The Judgment relates to a 12-month consultation process announced in November 2005 by the Secretary of State for Trade and Industry regarding the Government’s review of its policy with respect to nuclear power stations. Greenpeace was among the parties that made submissions during the consultation. Despite many submissions against nuclear energy, the Secretary of State published a report in July 2006 announcing that the Government was favorable to the construction of new nuclear plants in the country. Greenpeace challenged that decision arguing that the consultation process had been flawed. Agreeing with Greenpeace’s allegations, the High Court declared the consultation process to have been “very seriously flawed” (para. 116). Notably, the Court reminded the Secretary of State that the Government had signed and ratified the Aarhus Convention on Access to Information, Public Participation in Decision-making and Access to Justice in Environmental Matters and was thus bound by international law to provide full public consultation. Among other shortfalls, the Court highlighted that insufficient information was given to consultees, that the consultation document was seriously misleading, and that the consultation period was insufficient. Nevertheless, the Court held that the better outcome in the case was to grant declaratory relief, rather than a quashing order as asked by Greenpeace.",,"Challenge to consultation process for government report into construction of new nuclear power plants","Draft",
106,"Hertfordshire County Council v. Secretary of State for Communities and Local Government (High Court of Justice Queen’s Bench Division, 2011)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2011] EWHC 1572; [2012] EWCA Civ 1473","Secretary of State for Communities and Local Government (“Secretary”) granted planning permission for urban expansion. The development site was partially within the area of two other councils who objected to the permission. Among other concerns, the councils alleged that the Secretary failed to consider the interim policy “Carbon Dioxide and Energy Performance” (ENG1), which requires new development of a certain size to “secure at least 10% of their energy from decentralised and renewable or low-carbon sources” where feasible. The court agreed with the petitioners and quashed the Secretary’s decision.",,"Challenge permissions for urban expansion project","Draft",
105,"E.ON UK Development Ltd v. King’s Lynn and West Norfolk Council (Planning Inspector Decision, 2012)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2012] P.A.D. 29","The Planning Inspector reviewed approvals for the construction of two wind farms.  Local residents argued that harms outweighed the economic or environmental benefits. The Planning Inspector found that the wind farms would have adverse effects on the landscape character, cause visual harm, have a minor impact on heritage, and result in minor displacement of species. However, the Inspector found that the economic benefits of enhanced energy security and environmental benefits of
reduced carbon emissions, mitigation of climate change, and contribution to national renewable energy targets clearly outweigh the individual and cumulative identified harm.",,"Challenge approval for the construction of wind turbines","Draft",
104,"Heathrow Airport Ltd. & Another v. Joss Garman & Others (Queen’s Bench Division, 2007)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2007] EWHC 1957","A United Kingdom court granted injunctive relief to control a probable campaign of direct action and civil disobedience by environmental activists in the immediate vicinity of a UK airport.  Environmental groups were planning to organize a climate change awareness/action event, likely to attract thousands of activists, in the immediate vicinity of Heathrow Airport.  The court ordered an injunction under the common law torts of trespass and nuisance forbidding the protesters from disrupting or impairing the operation of the airport.",,"Request for injunction against environmental activists attempting to disrupt the operations of an airport","Draft",
103,"In the Matter of An Application by Brian Quinn and Michael Quinn (The High Court of Justice in Northern Ireland, 2013)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2013] NIQB 24","The applicants were brothers who owned lands in Northern Ireland. They sought judicial review of a Planning Commissioner’s refusal to permit their request to develop a renewable energy wind-farm on their lands. The permit process was based on a balancing exercise weighing the wider environmental, economic and social benefits of a project against its adverse impact. The court accepted the brothers’ assertion that the Commissioner’s conduct of the test proceeded on a material mistake of fact.  In particular, the Commissioner had failed to properly consider the environmental, economic and social benefits of the wind farm, including the importance of renewable energy generation to the UK meeting its greenhouse gas emissions targets.",,"Seeking judicial review of a refusal to permit their request to develop a renewable energy wind-farm on their lands.","Draft",
102,"Jarrett v. Secretary of State for Communities and Local Government (High Court of Justice Queen’s Bench Division, 2012)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2012] EWHC 3642","Community members challenged an Inspector’s decision to  overturn the refusal of an application to erect a wind turbine. The applicants alleged that the Inspector had violated the Local Development Plan by allowing the project despite “significant adverse impact on recognized environmental assets.” The Inspector had found that while the proposed turbine would have a harmful effect on the character and quality of the landscape, it was not so significant as to outweigh the benefits of renewable energy and mitigation of climate change. The court found that the harm to the character and quality of the landscape and the outlook of neighboring properties constituted a significant environmental impact. Thus, the Inspector had erred by failing to identify that the development was not in compliance with the Local Development Plan. On this basis, the court upheld the appeal and quashed the Inspector’s decision.",,"Application to quash decision approving construction of wind turbine","Draft",
101,"The Kingsnorth Six Trial (Maidstone Crown Court, 2008)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[no citation available]","A United Kingdom trial court acquitted climate change activists of causing criminal damage at a coal-fired power station.  Six Greenpeace activists attempted to shut down the Kingsnorth coal-fired power station in Kent by scaling the chimney and painting the Prime Minister’s name down the side.  The defendants argued that by shutting down the coal plant for a day, they prevented greater damage to even more valuable property.  The jury’s verdict was the first instance in which prevention of property damage resulting from the impacts of climate change was used as a lawful excuse in court.",,"Criminal suit against protesters for trespassing and causing damage to a power station","Draft",
100,"KS SPV35 Ltd v. Monmouthshire County Council (UK Planning Inspectorate 2015)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2015] P.A.D. 52","KS SPV35 Ltd. appealed the Monmouthshire County Council’s rejection of its application to install a solar farm near an Area of Outstanding Natural Beauty (“AONB”). The Planning Inspector overturned the Council’s decision after considering arguments that the slightly revised plan for a solar farm would result in a loss of natural green space or harm to the area’s natural character and wildlife. The Inspector conditioned approval of the plan for a solar farm on construction and maintenance of a surrounding boundary hedge of at least three meters in height.",,"Permission to build solar farm","Draft",
99,"Lark Energy Ltd v. Secretary for State for Communities (High Court of Justice Queen Bench Division, 2014)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2014] EWHC 200","Lark Energy Limited challenged the decision of the Secretary for State Communities (Secretary) to dismiss its appeal of the refusal of the District Council to grant planning permission for the installation of a 24 MW solar farm. Lark Energy had been granted a permit for a 14 MW solar array but then appealed to increase the installation. The inspector found that the scheme proposed on appeal should be approved because the significant benefits, including increased renewable energy and decreased greenhouse gas emissions, outweighed the limited harm to the character and appearance of the countryside. However, the Secretary disagreed, finding that the harm to the character and appearance of the area caused by the 24 MW scheme was greater than the permitted scheme such that it outweighed the benefits.  Lark Energy appealed the Secretary’s findings in the High Court of Justice alleging that the Secretary had failed to sufficiently consider local and national development policies. The court found that the Secretary had failed to fulfill his duty to consider whether the 24 MW scheme was in accordance with local council’s development plan. The court quashed the Secretary’s decision and remanded the case to him for redetermination.",,"Appeal refusal of a permit to build solar farm","Draft",
98,"Laughton Wind Farm Ltd. v. West Lindsey DC (Planning Inspector Decision, 2006)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2006] P.A.D. 37","Laughton Wind Farm Ltd. appealed a decision by the West Lindsey Borough Council refusing planning permission for a proposal to build ten wind turbines.  The Planning Inspector concluded that the proposed wind farm would have an unacceptably substantial impact upon the local landscape and visual amenity of the local area, especially since the turbines would be taller than any other structure in the area and that the rotation of the blades would make them particularly conspicuous in the landscape.",,"Appeal of local council decision denying planning permission for wind turbines","Draft",
97,"Macarthur v. Secretary of State for Communities and Local Government (High Court of Justice Queen’s Bench Division, 2013)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2013] EWHC 3","Petitioners challenged the local council’s denial of planning applications for the construction of two wind farms on the grounds that the harm from visual and character impacts outweighed the proposals’ modest contribution to climate change mitigation. The Inspector heard the appeals jointly and overturned the council’s decisions. Taking into account recently adopted policy schemes that encouraged renewable energy, especially to address climate change, the Inspector found that the benefits substantially outweighed visual, character, and sound impacts.

Informal citizen groups challenged the Inspector’s decisions in the High Court of Justice alleging that the decisions were based on material error of fact and the Inspector’s reasoning was inadequate. The court rejected both arguments and upheld the Inspectors approval of the wind farm.",,"Challenge planning permission for the construction of two wind farms","Draft",
96,"Newark & Sherwood District Council v. The Secretary of State for Communities and Local Government (High Court of Justice Queen’s Bench Division, 2013)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2013] EWHC 2162","Residents challenged an Inspector decision granting planning permissions for the installation of a wind turbine. The Inspector had found that the benefits of renewable energy production and benefits to the rural economy outweighed the harm of “inappropriate development.” The court upheld the Inspector’s decision, finding that the Inspector’s reasoning was acceptable despite the limited energy generation capacity of the turbine.",,"Challenge planning permission for the construction of a wind turbine","Draft",
95,"North Cote Farms Ltd v. Secretary of State for Communities and Local Government (High Court of Justice Queen’s Bench Division Planning Court, 2015)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2015] EWHC 292","A local planning inspector in England denied an application to construct a wind turbine generator that would negatively affect Carnaby Temple, a nearby heritage asset. The applicant appealed, complaining in particular that the planning inspector improperly considered the effect the wind turbine would have on the view from the Temple, despite the fact that the windows of the temple were bricked up. The high Court of Justice affirmed the local authority’s decision on the basis that the Inspector was entitled to take into account the views from the Temple and to find that this and other negative impacts outweighed the wind turbine’s potential contribution to the government’s goal of reducing greenhouse gas emissions and addressing climate change.",,"Appeal of rejection of permit to build a wind turbine generator that would impact the setting of a designated heritage asset in the vicinity","Draft",
94,"Pugh v. Secretary of State for Communities and Local Government (High Court of Justice Queen’s Bench Division Planning Court, 2015)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2015] EWHC 3","A local planning authority in England denied an application to construct one wind turbine generator that would negatively affect nearby heritage assets. The applicant appealed, and the Planning Inspector reversed the local authority’s decision on the basis that “the benefits of the scheme, including the public benefits to be derived from tackling climate change out weigh the limited harm to the character and appearance of the area.” The claimant appealed to the High Court of Justice Planning Court, which affirmed the judgment of the Planning Inspector, finding that the Inspector had adequately explained his reasoning and that he was entitled to place “considerable value” on the climate change benefits of the scheme.",,"Appeal of permit to build a wind turbine generator that would impact the settings of Scheduled Ancient Monuments and Listed Buildings in the vicinity","Draft",
93,"R. on the application of Corbett v. Cornwall Council (Queen’s Bench Division, Administrative Court, 2013)","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"[2013] EWHC 3958","Local council granted approval for the construction of a wind farm despite visual landscape impacts because of the need for renewable energy sources to reduce greenhouse gas emissions. Local residents and others challenged the permit alleging that revocation of a policy document required the local council to reconsider its approval. The court dismissed the appeal finding that the planning policy changes did not warrant reconsideration of the proposal and that all procedural requirements were fulfilled.",,"Challenge the permit approval for the construction of a wind farm","Draft",
